reaction_id,reaction_name,subsystem,baseline_flux_rich,baseline_biomass_rich,ko_status,biomass_KO_rich,rel_biomass,drop_in_biomass,essential,is_essential_rich,biomass_KO_TME,is_essential_TME,baseline_biomass_TME,baseline_flux_TME,essentiality_class
MAR00248,,Transport reactions,0.0046817789712144,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0046817789712144,non_essential
MAR00240,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00236,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00232,,Transport reactions,9.743091791012884e-06,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,9.743091791012889e-06,non_essential
MAR00216,,Transport reactions,5.517944280843405,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.0360967997089676,False,1.036096799708967,5.517944280843405,non_essential
MAR00208,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00203,,Transport reactions,1.225546137234325e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928403e-05,non_essential
MAR00199,,Transport reactions,1.109119254197064e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.1091192541970646e-05,non_essential
MAR02138,,Vitamin D metabolism,2.1385037945993078e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,2.138503794599308e-05,non_essential
MAR06451,,Vitamin E metabolism,4.289440750795121e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.289440750795122e-05,non_essential
MAR06450,,Vitamin E metabolism,4.289440750795121e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.289440750795122e-05,non_essential
MAR06448,,Vitamin E metabolism,4.289440750795122e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.2894407507951225e-05,non_essential
MAR00006,,Transport reactions,1.0810810810810812e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.0810810810810812e-05,non_essential
MAR00416,,Transport reactions,0.0154163099222638,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0154163099222639,non_essential
MAR00408,,Transport reactions,0.5128600867795543,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.071077359000604,non_essential
MAR00400,,Transport reactions,1.2194184065481536e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.219418406548154e-05,non_essential
MAR00392,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00388,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00384,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00339,,Transport reactions,1.0824339719869782e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.0824339719869782e-05,non_essential
MAR03955,carbonate hydro-lyase (carbon-dioxide-forming),Miscellaneous,-0.6231314276673268,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.5884293466393765,non_essential
MAR00372,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00368,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00364,,Transport reactions,0.0600183007430106,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0600183007430107,non_essential
MAR00360,,Transport reactions,0.0001244542102361,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0001244542102361,non_essential
MAR00356,,Transport reactions,1.225546137234325e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2255461372343256e-05,non_essential
MAR00352,,Transport reactions,1.2439293292928398e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928403e-05,non_essential
MAR00348,,Transport reactions,0.0011455792517797,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0011455792517797,non_essential
MAR00420,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00340,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00380,,Transport reactions,1.2316738679204969e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2316738679204972e-05,non_essential
MAR06424,,Transport reactions,-4.28944075079512e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-4.289440750795121e-05,non_essential
MAR04898,,Transport reactions,0.0160749346315824,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.2320808051481593,non_essential
MAR04888,,Transport reactions,3.7061085302767776,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.0360967997089672,False,1.036096799708967,2.9101939129933734,non_essential
MAR04872,,Transport reactions,-0.9721060681470172,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.8938713195219139,non_essential
MAR04870,,Transport reactions,0.9721060681470172,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.8938713195219139,non_essential
MAR04868,,Transport reactions,0.972106068147017,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.8938713195219138,non_essential
MAR04854,,Transport reactions,-0.0014026678474459,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0014026678474459,non_essential
MAR04852,,Transport reactions,-1.0603177435557114,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-1.060317008228031,non_essential
MAR05124,,Transport reactions,0.3244627130112394,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.4809344162444847,non_essential
MAR04756,,Transport reactions,4.289440750795122e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.289440750795124e-05,non_essential
MAR06103,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR03952,,Transport reactions,-0.033732373308558,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.038617499017616,non_essential
MAR03818,,Transport reactions,-0.9711060681470172,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.8928713195219138,non_essential
MAR03789,,Transport reactions,0.06897426892704,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0689740850951198,non_essential
MAR01997,,Transport reactions,-0.0002604676677411,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0002604676677411,non_essential
MAR01994,,Transport reactions,0.0005209353354822,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0005209353354822,non_essential
MAR04905,,Transport reactions,2.4689258908595693,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,2.6833809426973567,non_essential
MAR05971,,Transport reactions,0.1612647965849995,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.1418098183214576,non_essential
MAR05949,,Transport reactions,0.6149836289001684,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.6916704348042364,non_essential
MAR05871,,Transport reactions,0.1612647965849995,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.1418098183214576,non_essential
MAR04237,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR08093,,Transport reactions,0.3244627130112394,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.4809344162444847,non_essential
MAR08009,,Transport reactions,4.277007589198616e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.277007589198617e-05,non_essential
MAR07845,,Transport reactions,0.0009999999999999,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0009999999999999,non_essential
MAR07830,,Transport reactions,0.0009999999999999,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0009999999999999,non_essential
MAR07806,,Transport reactions,0.0009999999999999,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0065327569104458,non_essential
MAR06513,,Transport reactions,-0.5077162790587344,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.0360967997089638,False,1.036096799708967,-0.0659335512797839,non_essential
MAR06367,,Transport reactions,2.050864364282631,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,2.987092645075961,non_essential
MAR06364,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR06268,,Transport reactions,0.0015209353354822,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0015209353354822,non_essential
MAR04922,,Transport reactions,-3.399966861788025,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-3.399968148611464,non_essential
MAR06253,,Transport reactions,0.0007395323322588,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0007395323322588,non_essential
MAR06216,,Transport reactions,0.0002604676677411,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0002604676677411,non_essential
MAR06193,,Transport reactions,0.0002604676677411,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0002604676677411,non_essential
MAR08076,,Transport reactions,4.742500494533176,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.469471582115663,non_essential
MAR05014,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR05006,,Transport reactions,0.033732373308558,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.038617499017616,non_essential
MAR04979,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR04964,,Transport reactions,0.0211470292047268,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.021147029204727,non_essential
MAR04953,,Transport reactions,0.9741060681470172,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.8958713195219138,non_essential
MAR04926,,Transport reactions,5.420486246971842,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,5.420486246971841,non_essential
MAR06258,,Transport reactions,-0.0021666154316754,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0021666154316754,non_essential
MAR03916,,Transport reactions,0.0253903435353812,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0302754692444392,non_essential
MAR01899,,Transport reactions,-0.0015628060064467,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0015628060064467,non_essential
MAR01898,,Transport reactions,0.0015628060064467,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0015628060064467,non_essential
MAR01082,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR00436,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00432,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR00424,,Transport reactions,1.2439293292928397e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2439293292928402e-05,non_essential
MAR04952,,Transport reactions,0.9741060681470172,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.8958713195219139,non_essential
MAR06184,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR06163,,Transport reactions,-0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.001,non_essential
MAR06154,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR06153,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR06151,,Transport reactions,0.0008118321948701,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0008118321948701,non_essential
MAR06149,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR03959,,Transport reactions,-5.530166668446611,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.0360967997089667,False,1.036096799708967,-5.530166668446611,non_essential
MAR06133,,Transport reactions,-0.0004790646645177,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0004790646645177,non_essential
MAR06130,,Transport reactions,-0.0002498934406059,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0002498934406059,non_essential
MAR06108,,Transport reactions,-0.0031666154316754,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0031666154316754,non_essential
MAR06107,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR06105,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR06155,,Transport reactions,0.0005628060064467,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0005628060064467,non_essential
MAR05458,,Transport reactions,0.640404239669386,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.0477418450934917,non_essential
MAR06071,,Transport reactions,-0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.001,non_essential
MAR00169,,Transport reactions,0.0275703206721729,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0275703206721727,non_essential
MAR08022,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR09728,,Transport reactions,-0.4208625200417822,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.4208625200417823,non_essential
MAR09641,,Transport reactions,0.0102484083512364,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0102484083512364,non_essential
MAR09594,,Transport reactions,0.323020150156711,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.4819344162444844,non_essential
MAR09190,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR05987,,Transport reactions,4.2894407507951225e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.289440750795124e-05,non_essential
MAR06439,,Transport reactions,4.28944075079512e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.289440750795121e-05,non_essential
MAR08354,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR08240,,Transport reactions,5.530166668446613,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,5.530166668446613,non_essential
MAR08100,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR08079,,Transport reactions,0.0712316353720877,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0712314515401675,non_essential
MAR00182,,Transport reactions,0.0412763449670093,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.041276161135089,non_essential
MAR08023,,Transport reactions,0.266049134554062,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.1015365842971507,non_essential
MAR07644,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR06733,,Transport reactions,0.1534981868995484,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.3985815854408256,non_essential
MAR06628,,Transport reactions,0.0003000121893237,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0003000121893237,non_essential
MAR06512,,Transport reactions,0.0032165495236897,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0032165495236896,non_essential
MAR08374,,Transport reactions,-0.0260495457382821,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0260495457382821,non_essential
MAR10195,Exchange of provitamin D3,Exchange/demand reactions,5.530081128294826,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,4.711321552742257,non_essential
MAR10679,Exchange of Threonyl-Isoleucyl-Arginine,Exchange/demand reactions,0.2317871425448316,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.5378917725329644,non_essential
MAR10676,Exchange of Threonyl-Glutaminyl-Glutamate,Exchange/demand reactions,0.2790797303893852,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.4868523108842522,non_essential
MAR10654,Exchange of Prolyl-Cysteine,Exchange/demand reactions,-0.1400296509442416,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.1161753311569894,non_essential
MAR10630,Exchange of Methionyl-Methionyl-Isoleucine,Exchange/demand reactions,-0.5689727103273412,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.8193327111777063,non_essential
MAR10617,Exchange of Lysyl-Glutaminyl-Phenylalanine,Exchange/demand reactions,-0.6514337748307047,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.8062333141428463,non_essential
MAR10872,"Transport of MetMetIle, Extracellular",Transport reactions,0.5689727103273411,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.8193327111777063,non_essential
MAR10859,"Transport of LysGlnPhe, Extracellular",Transport reactions,0.6514337748307047,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.8062333141428463,non_essential
MAR10534,Exchange of Aspartyl-Glutamate,Exchange/demand reactions,-2.5765841853290987,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-2.5033928556822698,non_essential
MAR10499,Exchange of Alanyl-Asparaginyl-Leucine,Exchange/demand reactions,-0.2846311490949643,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.2372350833659481,non_essential
MAR10496,Exchange of tetrahydrobiopterin,Exchange/demand reactions,-4.289440750795122e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-4.289440750795123e-05,non_essential
MAR09318,Exchange of formate,Exchange/demand reactions,-0.0334395854604441,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0383247111695021,non_essential
MAR10484,"Transport of Maltotetraose, Reversible",Transport reactions,0.591298462704569,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.3004508190710706,non_essential
MAR10455,"Transport of 26-Hydroxycholesterol, Intracellular",Transport reactions,-0.0064054054054054,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0064054054054054,non_essential
MAR10707,Exchange of Tryptophanyl-Seryl-Tyrosine,Exchange/demand reactions,-0.2065237710065492,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.4243316170670878,non_essential
MAR10694,Exchange of Tryptophanyl-Glycyl-Phenylalanine,Exchange/demand reactions,0.3820944936443746,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.5729222814627798,non_essential
MAR10434,Exchange of lauric acid,Exchange/demand reactions,8.762654881225425e-06,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,8.762654881225429e-06,non_essential
