reaction,flux_rich,flux_TME,delta_flux,log2FC_TME_vs_rich,subsystem
MAR01109,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01110,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01111,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01112,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01113,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01114,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01115,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01116,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01117,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01119,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01120,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01121,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01122,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01123,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01124,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01125,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01126,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01127,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01128,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01129,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01130,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01131,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01132,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01133,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01134,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01136,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01137,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01138,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01139,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01140,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01142,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01146,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01147,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01148,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01149,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01150,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01151,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01152,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01153,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01154,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01155,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01156,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01157,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01158,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01159,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01160,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01161,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01162,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01163,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01164,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01165,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01166,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01167,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01168,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01170,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01171,3.159434759174977e-18,0.0,-3.159434759174977e-18,-4.558100800885542e-09,Leukotriene metabolism
MAR01186,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01190,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01191,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01192,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01193,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01194,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01195,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01196,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01197,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01198,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01199,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01200,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01201,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01202,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01203,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01204,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01205,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01206,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01207,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01208,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01209,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01210,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01211,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01212,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01213,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01228,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01229,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01230,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01231,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01232,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01233,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01234,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01235,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01236,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01237,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01238,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01239,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01241,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01244,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01245,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01246,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01247,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01248,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01249,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01250,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01251,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01253,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01254,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01255,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01256,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01257,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01258,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01259,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01260,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01261,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01262,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01263,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01264,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01265,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01266,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01270,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01271,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01272,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01273,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01274,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01275,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01276,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01277,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01278,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01279,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01280,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01281,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01282,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01285,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01287,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01288,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01289,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01290,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01291,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01292,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01293,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01294,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01295,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01296,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01297,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01298,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01299,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01300,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01301,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01302,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01303,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR01304,0.0,0.0,0.0,0.0,Leukotriene metabolism
MAR04796,0.002,0.001,-0.001,-0.9999992786530205,Leukotriene metabolism
MAR08545,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08546,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08547,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08548,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08549,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08550,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08552,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08554,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08555,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08556,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08557,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08558,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08559,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08560,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR08561,0.0,0.0,0.0,0.0,Eicosanoid metabolism
MAR00154,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00189,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00193,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00197,0.0194984942917374,0.0,-0.0194984942917374,-24.21685945901163,Acyl-CoA hydrolysis
MAR00201,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00206,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00210,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00214,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00223,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00230,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00234,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00238,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00242,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00246,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00250,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00256,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00260,0.0355811939630245,0.0176674584692864,-0.0179137354937381,-1.010020363721674,Acyl-CoA hydrolysis
MAR00264,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00268,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00272,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00276,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00280,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00284,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00290,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00294,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00298,0.0,0.0002567397655311,0.0002567397655311,17.969952860962454,Acyl-CoA hydrolysis
MAR00302,0.0005692991034083,0.0002567397655311,-0.00031255933787720003,-1.1488769752561614,Acyl-CoA hydrolysis
MAR00306,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00310,0.0006360067030052,0.0003431632950372,-0.00029284340796800003,-0.8901447851946668,Acyl-CoA hydrolysis
MAR00314,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00320,0.0005692991034083,0.0002308001955537,-0.00033849890785460005,-1.3025386645968202,Acyl-CoA hydrolysis
MAR00324,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00328,0.0006360067030052,0.0003086189054859,-0.0003273877975193,-1.0432131223999321,Acyl-CoA hydrolysis
MAR00332,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00338,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00342,0.0011385982068167,0.0005394191010397,-0.000599179105777,-1.0777788113021776,Acyl-CoA hydrolysis
MAR00346,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00350,0.0119552811715762,0.0058843869057254,-0.006070894265850799,-1.02268392231975,Acyl-CoA hydrolysis
MAR00354,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00358,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00362,0.0177771183911827,0.0096062916605673,-0.008170826730615399,-0.8879699016532907,Acyl-CoA hydrolysis
MAR00366,0.0083971617752738,0.0,-0.0083971617752738,-23.001470523230324,Acyl-CoA hydrolysis
MAR00370,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00374,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00378,0.0,0.0053386709249388,0.0053386709249388,22.34804946374584,Acyl-CoA hydrolysis
MAR00382,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00386,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00390,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Acyl-CoA hydrolysis
MAR00394,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00398,0.2020920436826374,0.111263789537913,-0.0908282541447244,-0.8610283700857448,Acyl-CoA hydrolysis
MAR00402,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00406,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00410,0.1888649775557344,0.090078822188129,-0.09878615536760539,-1.0680953210395623,Acyl-CoA hydrolysis
MAR00414,0.0409251123526429,0.0204387070549138,-0.0204864052977291,-1.0016824072293165,Acyl-CoA hydrolysis
MAR00418,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00422,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00426,0.0060420636785494,0.0032600513028537,-0.0027820123756957,-0.8901465171699089,Acyl-CoA hydrolysis
MAR00430,0.0005692991034083,0.0,-0.0005692991034083,-19.118829836218616,Acyl-CoA hydrolysis
MAR00434,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR00438,0.0005692991034083,0.0003086189054859,-0.00026068019792240005,-0.8833582453700566,Acyl-CoA hydrolysis
MAR03009,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR03475,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR03476,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR03477,0.0,0.0,0.0,0.0,Acyl-CoA hydrolysis
MAR00159,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02591,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02594,-0.109357124522399,-0.0036602626183544,0.10569686190404459,-4.900955859173989,Carnitine shuttle (cytosolic)
MAR02599,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02602,-1.132541162321915e-19,0.0,1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02605,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02608,-3.7656993647203674e-18,0.0,3.7656993647203674e-18,-5.432755887435484e-09,Carnitine shuttle (cytosolic)
MAR02611,9.9790995144504e-20,-2.593956997740473e-05,-2.593956997740483e-05,14.662922558861753,Carnitine shuttle (cytosolic)
MAR02614,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02620,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02623,-2.2650823246438304e-19,0.0,2.2650823246438304e-19,-3.267824987191204e-10,Carnitine shuttle (cytosolic)
MAR02626,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02633,0.0005692991034083,0.0002826793355085,-0.00028661976789980006,-1.0100178353552431,Carnitine shuttle (cytosolic)
MAR02636,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02642,-1.132541162321915e-19,0.0,1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02648,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02651,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02654,-0.2132025142264433,0.0,0.2132025142264433,-27.667649217286566,Carnitine shuttle (cytosolic)
MAR02657,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02660,-7.078382264511969e-18,0.0,7.078382264511969e-18,-1.0211946793190651e-08,Carnitine shuttle (cytosolic)
MAR02663,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02666,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02669,1.1325411623219152e-19,0.0,-1.1325411623219152e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02672,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02675,-1.132541162321915e-19,0.0,1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02678,-1.1325411623219152e-19,0.0,1.1325411623219152e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02681,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02684,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02687,0.0005692991034083,0.0,-0.0005692991034083,-19.118829836218616,Carnitine shuttle (cytosolic)
MAR02690,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02693,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02699,-1.132541162321915e-19,0.0,1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02702,-1.132541162321915e-19,0.0,1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02705,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02708,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02711,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02714,0.0035581193963024,0.0,-0.0035581193963024,-21.762683897301287,Carnitine shuttle (cytosolic)
MAR02717,3.2560558416755053e-18,0.0,-3.2560558416755053e-18,-4.697495663247639e-09,Carnitine shuttle (cytosolic)
MAR02720,0.0150999048306519,0.008485185811982,-0.0066147190186699005,-0.8315212243639771,Carnitine shuttle (cytosolic)
MAR02726,1.6704982144248249e-18,0.0,-1.6704982144248249e-18,-2.410019608380102e-09,Carnitine shuttle (cytosolic)
MAR02730,0.0395662876868832,0.0184770630916592,-0.021089224595224002,-1.098536208728456,Carnitine shuttle (cytosolic)
MAR02733,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02736,1.132541162321915e-19,0.0,-1.132541162321915e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02739,1.1325411623219152e-19,0.0,-1.1325411623219152e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02742,-0.0704599020741308,-0.0240689423368213,0.0463909597373095,-1.5496296835392542,Carnitine shuttle (cytosolic)
MAR02746,0.0,-0.0020494251824372,-0.0020494251824372,20.966788596306046,Carnitine shuttle (cytosolic)
MAR02752,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR02755,-3.066355196986585e-17,0.0,3.066355196986585e-17,-4.423815368765812e-08,Carnitine shuttle (cytosolic)
MAR02759,-0.0395662876868832,-0.0184770630916592,0.021089224595224002,-1.098536208728456,Carnitine shuttle (cytosolic)
MAR02762,1.0759141042058194e-18,0.0,-1.0759141042058194e-18,-1.5522158284614383e-09,Carnitine shuttle (cytosolic)
MAR02768,-1.7148141499772489e-18,0.0,1.7148141499772489e-18,-2.473953754822784e-09,Carnitine shuttle (cytosolic)
MAR02771,7.002498489223338e-20,0.0,-7.002498489223338e-20,-1.0102469976977108e-10,Carnitine shuttle (cytosolic)
MAR02774,1.1325411623219152e-19,0.0,-1.1325411623219152e-19,-1.6339108917898262e-10,Carnitine shuttle (cytosolic)
MAR02877,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR03032,0.0,-0.2649438891114562,-0.2649438891114562,27.981111616778165,Carnitine shuttle (cytosolic)
MAR03521,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR08419,0.0,0.0,0.0,0.0,Carnitine shuttle (cytosolic)
MAR00160,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR00161,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR00162,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR00163,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02592,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02593,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02596,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02598,0.0,0.0034006510303265,0.0034006510303265,21.697379960019852,Carnitine shuttle (mitochondrial)
MAR02600,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02601,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02603,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02604,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02606,1.1325411623219152e-19,0.0,-1.1325411623219152e-19,-1.6339108917898262e-10,Carnitine shuttle (mitochondrial)
MAR02607,-1.1325411623219152e-19,0.0,1.1325411623219152e-19,-1.6339108917898262e-10,Carnitine shuttle (mitochondrial)
MAR02609,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02610,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02612,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02613,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02616,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02618,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02621,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02622,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02624,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02625,1.1325411623219152e-19,0.0,-1.1325411623219152e-19,-1.6339108917898262e-10,Carnitine shuttle (mitochondrial)
MAR02629,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02630,-0.0387530880758665,-0.0002826793355085,0.038470408740358,-7.098995978039745,Carnitine shuttle (mitochondrial)
MAR02634,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02635,0.0381837889724581,0.0,-0.0381837889724581,-25.186456970282528,Carnitine shuttle (mitochondrial)
MAR02638,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02640,-0.3384038619471464,-0.0154766936190949,0.32292716832805146,-4.450576746254471,Carnitine shuttle (mitochondrial)
MAR02644,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02646,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02649,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02650,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02652,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02653,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02655,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02656,0.2132025142264432,0.0,-0.2132025142264432,-27.667649217286566,Carnitine shuttle (mitochondrial)
MAR02658,0.1817079897190338,0.1091848933401903,-0.0725230963788435,-0.7348485902222002,Carnitine shuttle (mitochondrial)
MAR02659,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02661,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02662,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
MAR02664,0.0,0.0,0.0,0.0,Carnitine shuttle (mitochondrial)
