reaction_id,reaction_name,subsystem,Rich,TME_core,TME_edge,S_edge_vs_rich,S_core_vs_rich
MAR00630,phosphatidylcholine 2-acylhydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00632,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00633,1-Acyl-sn-glycero-3-phosphocholine acylhydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00634,Phosphatidylcholine:sterol O-acyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00635,sn-Glycero-3-phosphocholine glycerophosphohydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00636,ATP:choline phosphotransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00638,CTP:choline-phosphate cytidylyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00640,Acetyl-CoA:choline O-acetyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00641,Acetylcholine aectylhydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00642,phosphatidylethanolamine phosphatidohydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00643,phosphatidylethanolamine 2-acylhydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00644,Acyl-CoA:1-acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00645,1-Acyl-sn-glycero-3-phosphoethanolamine aldehydohydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00646,sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00647,ethanolamine ammonia-lyase (acetaldehyde-forming),Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00648,ATP:ethanolamine O-phosphotransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00649,Phosphoethanolamine phosphohydrolase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00651,CTP:ethanolamine-phosphate cytidylyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00652,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00653,S-adenosyl-L-methionine:phosphatidylethanolamine N-methyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00654,S-adenosyl-L-methionine:phosphatidyl-N-methylethanolamine N-methyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00657,S-adenosyl-L-methionine:phosphatidyl-N-dimethylethanolamine N-methyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00660,,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00663,,Inositol phosphate metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00664,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00665,triacylglycerol acylhydrolase,Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00667,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00668,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00669,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00670,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00671,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00672,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00673,ATP:acylglycerol 3-phosphotransferase,Glycerolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00674,ATP:acylglycerol 3-phosphotransferase,Glycerolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00675,ATP:acylglycerol 3-phosphotransferase,Glycerolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00676,ATP:acylglycerol 3-phosphotransferase,Glycerolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00677,ATP:acylglycerol 3-phosphotransferase,Glycerolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00678,ATP:acylglycerol 3-phosphotransferase,Glycerolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00679,1-acylglycerol acylhydrolase,Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00680,1-acylglycerol acylhydrolase,Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00681,1-acylglycerol acylhydrolase,Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00682,1-acylglycerol acylhydrolase,Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00683,1-acylglycerol acylhydrolase,Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00684,1-acylglycerol acylhydrolase,Acylglycerides metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00685,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00686,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00687,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00688,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00689,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00690,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00691,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00692,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00703,,Ether lipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00705,,Ether lipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00706,,Ether lipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00707,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00708,,Ether lipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00709,palmitoyl-CoA hydrolase,Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00710,Isocitrate:NADP+ oxidoreductase (decarboxylating),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00712,Isocitrate:NADP+ oxidoreductase (decarboxylating),Nicotinate and nicotinamide metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00713,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00715,"dihydroceramide,ferrocytochrome b5:oxygen oxidoreductase (C4-hydroxylating)",Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00716,Phytoceramide amidohydrolase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00717,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00718,2-Hydroxyglutarate:(acceptor) 2-oxidoreductase,Butanoate metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00719,,Butanoate metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00723,Fatty-Acyl-Acp Hydrolase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00724,Fatty-Acyl-Acp Hydrolase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00725,Fatty-Acyl-Acp Hydrolase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00726,Fatty-Acyl-Acp Hydrolase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00727,Fatty-Acyl-Acp Hydrolase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00728,Fatty-Acyl-Acp Hydrolase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00729,Fatty-Acyl-Acp Hydrolase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00730,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00731,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00732,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00733,acyl-CoA:sphingosine N-acyltransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00734,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00735,ceramide:phosphatidylcholine cholinephosphotransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00736,ceramide:phosphatidylcholine cholinephosphotransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00737,Fatty-Acid- Coenzyme A Ligase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00738,Palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating),Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00739,Fatty-Acid- Coenzyme A Ligase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00741,Sphinganine:NADP+ 3-oxidoreductase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00742,"Fatty-Acid- Coenzyme A Ligase (Butanoate), Mitochondrial",Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00743,Fatty-Acyl Coenzyme A Elongation (N-C18:3CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00744,ATP:sphinganine 1-phosphotransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00745,Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00746,3-sn-phosphatidate phosphohydrolase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00747,Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00748,Sphinganine-1-phosphate pamlmitaldehyde-lyase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00749,Fatty-Acyl Coenzyme A Elongation (N-C20:5CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00750,,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00751,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00752,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00753,N-acylsphingosine amidohydrolase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00754,,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00755,Beta Oxidation of Long Chain Fatty Acid (Odd Chain),Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00756,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00757,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00758,acyl-CoA:sphingosine N-acyltransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00759,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00760,ATP:ceramide 1-phosphotransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00761,UDP-glucose:N-acylsphingosine D-glucosyltransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00762,D-Glucosyl-N-acylsphingosine glucohydrolase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00763,,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00764,Beta Oxidation Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00765,UDP-alpha-D-galactose:beta-D-glucosyl-(1<->1)-ceramide 4-beta-D-galactosyltransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00766,,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00767,3-sn-phosphatidate phosphohydrolase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00768,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00769,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00770,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00771,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00772,Beta Oxidation Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00773,ATP:sphingosine 1-phosphotransferase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00774,Beta Oxidation of Long Chain Fatty Acid (Odd Chain),Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00775,3-sn-phosphatidate phosphohydrolase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00776,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00777,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00778,Beta Oxidation Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00779,sphingosine-1-phosphate palmitaldehyde-lyase (phosphoethanolamine-forming),Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00780,Beta Oxidation Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00781,hexadecanal:NADP+ delta2-oxidoreductase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00782,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00783,3-sn-phosphatidate phosphohydrolase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00784,Beta Oxidation Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00785,Beta Oxidation of Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00786,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide galactohydrolase",Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00787,D-Glucosyl-N-acylsphingosine glucohydrolase,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00788,Beta Oxidation of Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00790,Sulfatide sulfohydrolase,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00791,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00792,3'-Phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00793,,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00794,3beta-Hydroxyandrost-5-en-17-one 3-sulfate sulfohydrolase,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00795,Sphingomyelin cholinephosphohydrolase,Sphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00796,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00797,Sphingomyelin cholinephosphohydrolase,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00798,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00799,Beta Oxidation of Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00800,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00801,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00802,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00803,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00804,,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00805,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00806,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00807,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00808,,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00809,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00810,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00811,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00812,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00813,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00814,,Glycosphingolipid biosynthesis-globo series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00815,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00816,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00817,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00818,Beta Oxidation of Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00819,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00820,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00821,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00822,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00823,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00824,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00825,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00826,,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00827,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00828,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00829,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00830,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00831,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00832,,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00833,Beta Oxidation of Long Chain Fatty Acid,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00834,Acylneuraminyl hydrolase,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00835,,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00836,,Glycosphingolipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00837,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00838,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00839,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00840,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00841,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00842,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00843,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00844,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00845,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00846,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00847,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00848,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00849,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00850,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00851,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00852,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00853,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00854,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00855,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00856,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00857,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00858,,Glycosphingolipid biosynthesis-ganglio series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00859,,Glycosphingolipid biosynthesis-lacto and neolacto series,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
