rxn_id,name,subsystem,essential_Blood,drop_Blood,essential_TumorCore,drop_TumorCore,essential_TumorEdge,drop_TumorEdge
MAR04631,,Amino sugar and nucleotide sugar metabolism,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR07696,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR07697,"dTDPglucose 4,6-hydro-lyase",Amino sugar and nucleotide sugar metabolism,,,,,,
MAR07698,dTDPglucose 4-epimerase,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08366,,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08367,,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08368,UTP:N-acetyl-alpha-D-galactosamine-1-phosphate uridylyltransferase,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08371,,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08372,,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08373,N-Acetylneuraminate pyruvate-lyase (N-acetyl-D-mannosamine-forming),Amino sugar and nucleotide sugar metabolism,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR08375,chitobiose N-acetylglucosaminohydrolase,Amino sugar and nucleotide sugar metabolism,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR08376,chitobiose N-acetylglucosaminohydrolase,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08377,CTP:N-acetylneuraminate cytidylyltransferase,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08672,UDP-D-glucuronate carboxy-lyase (UDP-D-xylose-forming),Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08674,"dTDP-4-dehydro-6-deoxy-alpha-D-glucose 3,5-epimerase",Amino sugar and nucleotide sugar metabolism,,,,,,
MAR08675,dTDP-beta-L-rhamnose:NADP+ 4-oxidoreductase,Amino sugar and nucleotide sugar metabolism,,,,,,
MAR05130,L-Tyrosine:tRNA(Tyr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0000000000000002,True,0.9999999999999998,True,1.0
MAR05131,L-Alanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,0.9999999999999992,True,0.9999999999999993
MAR05132,L-Arginine:tRNA(Arg) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05133,L-Asparagine:tRNA(Asn) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05134,L-Aspartate:tRNA(Asp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05135,L-Cysteine:tRNA(Cys) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05136,L-Glutamine:tRNA(Gln) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05137,L-glutamate:tRNA(Glu) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05138,glycine:tRNA(Gly) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05139,L-Histidine:tRNA(His) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05140,L-Isoleucine:tRNA(Ile) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05141,L-Leucine:tRNA(Leu) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05142,L-lysine:tRNALys ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05143,L-Methionine:tRNAMet ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05144,10-Formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase,Aminoacyl-tRNA biosynthesis,,,,,,
MAR05145,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05146,L-proline:tRNA(Pro) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05147,L-Serine:tRNA(Ser) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05148,L-Threonine:tRNA(Thr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05149,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR05150,L-Valine:tRNAVal ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,True,1.0,True,1.0,True,1.0
MAR07171,,O-glycan metabolism,,,,,,
MAR07172,,O-glycan metabolism,,,,,,
MAR07174,,O-glycan metabolism,,,,,,
MAR07175,,O-glycan metabolism,,,,,,
MAR07180,,O-glycan metabolism,,,,,,
MAR07181,,O-glycan metabolism,,,,,,
MAR07183,,O-glycan metabolism,,,,,,
MAR07197,,O-glycan metabolism,,,,,,
MAR07436,,O-glycan metabolism,,,,,,
MAR07438,,O-glycan metabolism,,,,,,
MAR07440,,O-glycan metabolism,,,,,,
MAR08254,,O-glycan metabolism,,,,,,
MAR08255,,O-glycan metabolism,,,,,,
MAR08256,,O-glycan metabolism,,,,,,
MAR08257,,O-glycan metabolism,,,,,,
MAR08258,,O-glycan metabolism,,,,,,
MAR08260,,O-glycan metabolism,,,,,,
MAR08261,,O-glycan metabolism,,,,,,
MAR01532,,N-glycan metabolism,,,,,,
MAR07254,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 10-55 isopentenyl units)",N-glycan metabolism,,,,,,
MAR07256,Dolichyl-diphosphate phosphohydrolase,N-glycan metabolism,,,,,,
MAR07258,,N-glycan metabolism,,,,,,
MAR07259,,N-glycan metabolism,,,,,,
MAR07260,,N-glycan metabolism,,,,,,
MAR07261,,N-glycan metabolism,,,,,,
MAR07263,CTP:dolichol O-phosphotransferase,N-glycan metabolism,,,,,,
MAR07264,UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase,N-glycan metabolism,,,,,,
MAR07265,,N-glycan metabolism,,,,,,
MAR07266,,N-glycan metabolism,,,,,,
MAR07267,"GDPmannose:glycolipid 1,3-alpha-D-mannosyltransferase",N-glycan metabolism,,,,,,
MAR07268,GDP-D-mannose:D-Man-alpha-(1->3)-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-6-mannosyltransferase,N-glycan metabolism,,,,,,
MAR07269,"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase",N-glycan metabolism,,,,,,
MAR07270,"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase",N-glycan metabolism,,,,,,
MAR07271,GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase,N-glycan metabolism,,,,,,
MAR07274,,N-glycan metabolism,,,,,,
MAR07275,,N-glycan metabolism,,,,,,
MAR07276,,N-glycan metabolism,,,,,,
MAR07277,,N-glycan metabolism,,,,,,
MAR07278,UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase,N-glycan metabolism,,,,,,
MAR07279,"dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase",N-glycan metabolism,,,,,,
MAR07280,"dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase",N-glycan metabolism,,,,,,
MAR07281,"dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,2-glucosyltransferase",N-glycan metabolism,,,,,,
MAR07285,,N-glycan metabolism,,,,,,
MAR07286,,N-glycan metabolism,,,,,,
MAR07287,,N-glycan metabolism,,,,,,
MAR07288,,N-glycan metabolism,,,,,,
MAR07289,,N-glycan metabolism,,,,,,
MAR07290,,N-glycan metabolism,,,,,,
MAR07291,,N-glycan metabolism,,,,,,
MAR07292,,N-glycan metabolism,,,,,,
MAR07293,,N-glycan metabolism,,,,,,
MAR07294,,Transport reactions,,,,,,
MAR07295,,Transport reactions,,,,,,
MAR07296,,Transport reactions,,,,,,
MAR07297,,Transport reactions,,,,,,
MAR07298,,Transport reactions,,,,,,
MAR07299,,Transport reactions,,,,,,
MAR07300,,Transport reactions,,,,,,
MAR07301,,N-glycan metabolism,,,,,,
MAR07302,,N-glycan metabolism,,,,,,
MAR07303,,N-glycan metabolism,,,,,,
MAR07304,,N-glycan metabolism,,,,,,
MAR07305,,N-glycan metabolism,,,,,,
MAR07306,,N-glycan metabolism,,,,,,
MAR07308,,N-glycan metabolism,,,,,,
MAR07309,,N-glycan metabolism,,,,,,
MAR07310,,N-glycan metabolism,,,,,,
MAR07311,,N-glycan metabolism,,,,,,
MAR07312,,N-glycan metabolism,,,,,,
MAR07313,,N-glycan metabolism,,,,,,
MAR07314,,N-glycan metabolism,,,,,,
MAR07315,,N-glycan metabolism,,,,,,
MAR07316,,N-glycan metabolism,,,,,,
MAR07317,,N-glycan metabolism,,,,,,
MAR07318,,N-glycan metabolism,,,,,,
MAR07319,,N-glycan metabolism,,,,,,
MAR07320,,N-glycan metabolism,,,,,,
MAR07321,,N-glycan metabolism,,,,,,
MAR07322,,N-glycan metabolism,,,,,,
MAR07323,,N-glycan metabolism,,,,,,
MAR07324,,N-glycan metabolism,,,,,,
MAR07325,,N-glycan metabolism,,,,,,
MAR07326,,N-glycan metabolism,,,,,,
MAR07327,,N-glycan metabolism,,,,,,
MAR07328,,N-glycan metabolism,,,,,,
MAR07329,,N-glycan metabolism,,,,,,
MAR07332,,N-glycan metabolism,,,,,,
MAR07333,,N-glycan metabolism,,,,,,
MAR07334,,N-glycan metabolism,,,,,,
MAR07428,,N-glycan metabolism,,,,,,
MAR07429,,N-glycan metabolism,,,,,,
MAR07574,,N-glycan metabolism,,,,,,
MAR07575,,N-glycan metabolism,,,,,,
MAR07576,,N-glycan metabolism,,,,,,
MAR07577,,N-glycan metabolism,,,,,,
MAR07578,,N-glycan metabolism,,,,,,
MAR07580,,N-glycan metabolism,,,,,,
MAR07582,,N-glycan metabolism,,,,,,
MAR07585,,N-glycan metabolism,,,,,,
MAR07586,,N-glycan metabolism,,,,,,
MAR07587,,N-glycan metabolism,,,,,,
MAR08691,Dolichyl-diphosphate phosphohydrolase,N-glycan metabolism,,,,,,
MAR08692,,N-glycan metabolism,,,,,,
MAR08693,,N-glycan metabolism,,,,,,
MAR08694,,N-glycan metabolism,,,,,,
MAR08695,,N-glycan metabolism,,,,,,
MAR05151,,Protein assembly,,,,,,
MAR05152,,Protein assembly,,,,,,
MAR05153,,Protein assembly,,,,,,
MAR05154,,Protein assembly,,,,,,
MAR05155,,Protein assembly,,,,,,
MAR05156,,Protein assembly,,,,,,
MAR05157,,Protein assembly,,,,,,
MAR05158,,Protein assembly,,,,,,
MAR05159,,Protein assembly,,,,,,
MAR05160,,Protein assembly,,,,,,
MAR05161,,Protein assembly,,,,,,
MAR05162,,Protein assembly,,,,,,
MAR05163,,Protein assembly,,,,,,
MAR05164,,Protein assembly,,,,,,
MAR05165,,Protein assembly,,,,,,
MAR05166,,Protein assembly,,,,,,
MAR05167,,Protein assembly,,,,,,
MAR05168,,Protein assembly,,,,,,
MAR05169,,Protein assembly,,,,,,
MAR05170,,Protein assembly,,,,,,
MAR05171,,Protein assembly,,,,,,
MAR05172,,Protein assembly,,,,,,
MAR05174,,Protein assembly,,,,,,
MAR07282,,Protein modification,,,,,,
MAR07616,,Protein modification,,,,,,
MAR07619,3'-Phosphoadenylylsulfate:protein-tyrosine O-sulfotransferase,Protein modification,,,,,,
MAR09735,,Protein modification,,,,,,
MAR07621,,Protein modification,,,,,,
MAR07622,Protein arginine iminohydrolase,Protein modification,,,,,,
MAR07624,protein-omega-N-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase,Protein modification,,,,,,
MAR07626,Nomega-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase,Protein modification,,,,,,
MAR05258,,Protein degradation,,,,,,
MAR05259,,Protein degradation,,,,,,
MAR05260,,Protein degradation,,,,,,
MAR05261,,Protein degradation,,,,,,
MAR05262,,Protein degradation,,,,,,
MAR05263,,Protein degradation,,,,,,
MAR05264,,Protein degradation,,,,,,
MAR05265,,Protein degradation,,,,,,
MAR05266,,Protein degradation,,,,,,
MAR05267,,Protein degradation,,,,,,
MAR05268,,Protein degradation,,,,,,
MAR05269,,Protein degradation,,,,,,
MAR05270,,Protein degradation,,,,,,
MAR05271,,Protein degradation,,,,,,
MAR05272,,Protein degradation,,,,,,
MAR05273,,Protein degradation,,,,,,
MAR05274,,Protein degradation,,,,,,
MAR05275,,Protein degradation,,,,,,
MAR05276,,Protein degradation,,,,,,
MAR05277,,Protein degradation,,,,,,
MAR05278,,Protein degradation,,,,,,
MAR05279,,Protein degradation,,,,,,
MAR05280,,Protein degradation,,,,,,
MAR05281,,Protein degradation,,,,,,
MAR05282,,Protein degradation,,,,,,
MAR05283,,Protein degradation,,,,,,
MAR05284,,Protein degradation,,,,,,
MAR05285,,Protein degradation,,,,,,
MAR05286,,Protein degradation,,,,,,
MAR05287,,Protein degradation,,,,,,
MAR05288,,Protein degradation,,,,,,
MAR05290,,Protein degradation,,,,,,
MAR05291,,Protein degradation,,,,,,
MAR09817,,Protein degradation,,,,,,
MAR09818,,Protein degradation,,,,,,
MAR05407,carbonate hydro-lyase (carbon-dioxide-forming),Miscellaneous,,,,,,
MAR03851,,Sulfur metabolism,,,,,,
MAR03861,3-sulfino-L-alanine:2-oxoglutarate aminotransferase,Sulfur metabolism,,,,,,
MAR03866,,Sulfur metabolism,,,,,,
MAR03915,,Sulfur metabolism,,,,,,
MAR04084,"adenosine-3',5'-bisphosphate 3'-phosphohydrolase",Sulfur metabolism,,,,,,
MAR04187,3'-phospho-5'-adenylyl sulfate 3'-phosphohydrolase,Sulfur metabolism,,,,,,
MAR04188,,Sulfur metabolism,,,,,,
MAR04701,S-adenosyl-L-methionine:sarcosine N-methyltransferase,Sulfur metabolism,,,,,,
MAR04840,,Sulfur metabolism,,,,,,
MAR04842,,Sulfur metabolism,,,,,,
MAR08662,Itaconate:CoA ligase (GDP-forming),C5-branched dibasic acid metabolism,,,,,,
MAR08663,Itaconate:CoA ligase (ADP-forming),C5-branched dibasic acid metabolism,,,,,,
MAR08664,(3S)-citramalyl-CoA hydro-lyase (itaconyl-CoA-forming),C5-branched dibasic acid metabolism,,,,,,
MAR08665,,C5-branched dibasic acid metabolism,,,,,,
MAR08666,(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming),C5-branched dibasic acid metabolism,,,,,,
MAR08667,,C5-branched dibasic acid metabolism,,,,,,
MAR08668,,C5-branched dibasic acid metabolism,,,,,,
MAR08669,,C5-branched dibasic acid metabolism,,,,,,
MAR00710,Isocitrate:NADP+ oxidoreductase (decarboxylating),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,False,-4.440892098500626e-16
MAR03787,succinyl-CoA:acetoacetate CoA-transferase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR03957,isocitrate:NAD+ oxidoreductase (decarboxylating),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,-2.220446049250313e-16,,,,
MAR03958,Isocitrate:NADP+ oxidoreductase (decarboxylating),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,False,-2.220446049250313e-16
MAR04139,(S)-malate:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,-2.220446049250313e-16,False,3.3306690738754696e-16,False,-2.220446049250313e-16
MAR04141,(S)-malate:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR04145,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR04147,Succinate:CoA ligase (GDP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR04149,"acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]",Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR04152,Succinate:CoA ligase (ADP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,False,0.0,,
MAR04209,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR04408,(S)-malate hydro-lyase (fumarate-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,False,0.0,False,-2.220446049250313e-16
MAR04410,(S)-malate hydro-lyase (fumarate-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,-2.220446049250313e-16,,,,
MAR04454,citrate hydroxymutase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,-2.220446049250313e-16,,,,
MAR04458,citrate hydro-lyase (cis-aconitate-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR04465,D-glycerate:NADP+ 2-oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR04589,isocitrate hydro-lyase (cis-aconitate-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR04652,succinate:quinone oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,False,0.0,,
MAR06413,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR06414,succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR07704,Glyoxylate:oxygen oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR07706,glycolate:oxygen 2-oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08772,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08773,L-xylulose 1-phosphate glycolaldehyde-lyase (glycerone-phosphate-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08774,hydroxypyruvate carboxy-lyase (glycolaldehyde-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08775,glycolaldehyde:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08777,hydroxypyruvate carboxy-lyase (glycolaldehyde-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08778,glycolaldehyde:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08779,glycolate:NADP+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08780,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08781,ATP:(R)-glycerate 2-phosphotransferase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR08782,D-Glycerate:NAD+ 2-oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,,,,
MAR03975,diphosphate phosphohydrolase,Oxidative phosphorylation,,,,,,
MAR03977,diphosphate phosphohydrolase,Oxidative phosphorylation,False,-2.220446049250313e-16,False,9.992007221626409e-16,False,-2.220446049250313e-16
MAR03979,diphosphate phosphohydrolase,Oxidative phosphorylation,,,,,,
MAR06911,,Oxidative phosphorylation,False,-2.220446049250313e-16,False,0.0,,
MAR06912,diphosphate phosphohydrolase,Oxidative phosphorylation,False,-2.220446049250313e-16,False,2.220446049250313e-16,False,-4.440892098500626e-16
MAR06914,ferrocytochrome-c:oxygen oxidoreductase,Oxidative phosphorylation,,,False,0.0,,
MAR06916,ATP phosphohydrolase,Oxidative phosphorylation,,,False,0.0,False,-4.440892098500626e-16
MAR06918,,Oxidative phosphorylation,,,False,0.0,,
MAR06921,NADH:ubiquinone oxidoreductase,Oxidative phosphorylation,,,,,False,-2.220446049250313e-16
MAR03960,superoxide:superoxide oxidoreductase,ROS detoxification,False,-2.220446049250313e-16,False,-4.440892098500626e-16,False,-2.220446049250313e-16
MAR03980,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,ROS detoxification,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR03982,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,ROS detoxification,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR04767,bilirubin-glucuronoside:bilirubin-glucuronoside D-glucuronosyltransferase,ROS detoxification,,,False,0.0,,
MAR06608,,ROS detoxification,False,-2.220446049250313e-16,,,,
MAR08409,superoxide:superoxide oxidoreductase,ROS detoxification,,,,,,
MAR08410,superoxide:superoxide oxidoreductase,ROS detoxification,,,,,,
MAR08413,superoxide:superoxide oxidoreductase,ROS detoxification,,,,,,
MAR08415,superoxide:superoxide oxidoreductase,ROS detoxification,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR00156,Butanoate:CoA ligase (AMP-forming),Fatty acid activation (cytosolic),,,,,,
MAR00165,,Fatty acid activation (cytosolic),,,,,,
MAR00168,,Fatty acid activation (cytosolic),,,,,,
MAR00171,,Fatty acid activation (cytosolic),,,,,,
MAR00174,,Fatty acid activation (cytosolic),,,,,,
MAR00177,,Fatty acid activation (cytosolic),,,,,,
MAR00180,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00184,,Fatty acid activation (cytosolic),,,,,,
MAR00188,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00192,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00196,,Fatty acid activation (cytosolic),,,,,,
MAR00200,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00204,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00209,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00213,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00217,Palmitate:CoA ligase (AMP-forming),Fatty acid activation (cytosolic),,,,,,
MAR00226,,Fatty acid activation (cytosolic),,,,,,
MAR00233,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00237,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR00241,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00245,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00249,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00255,,Fatty acid activation (cytosolic),,,,,,
MAR00259,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00263,,Fatty acid activation (cytosolic),,,,,,
MAR00267,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00271,,Fatty acid activation (cytosolic),,,,,,
MAR00275,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00279,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00283,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00289,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00293,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00297,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00301,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00305,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00309,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00313,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00319,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00323,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00327,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00331,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00337,,Fatty acid activation (cytosolic),,,,,,
MAR00341,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00345,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00349,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00353,,Fatty acid activation (cytosolic),,,,,,
MAR00357,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00361,,Fatty acid activation (cytosolic),,,,,,
MAR00365,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00369,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00373,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00377,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00381,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00385,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00389,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00393,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00397,,Fatty acid activation (cytosolic),,,,,,
MAR00401,,Fatty acid activation (cytosolic),,,,,,
MAR00405,,Fatty acid activation (cytosolic),,,,,,
MAR00409,Arachidonate:CoA ligase (AMP-forming),Fatty acid activation (cytosolic),,,,,,
MAR00413,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00417,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00421,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00425,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00429,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00433,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR00437,,Fatty acid activation (cytosolic),False,-2.220446049250313e-16,,,,
MAR02942,,Fatty acid activation (endoplasmic reticular),,,,,,
