rxn_id,flux_Blood,flux_TumorCore,name,subsystem,log2FC_abs_flux,abs_log2FC,mean_abs_flux
MAR05145,0.2035101333988352,0.2257969342005149,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.14992526455916244,0.14992526455916244,0.21465353479967503
MAR05130,0.1553976833833497,0.1724155937781106,L-Tyrosine:tRNA(Tyr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.14992526434252654,0.14992526434252654,0.16390663958073015
MAR07794,0.1441210648395172,0.1599040502356767,diphosphate phosphohydrolase,Miscellaneous,0.14992526427082772,0.14992526427082772,0.15201255853759693
MAR05139,0.1260878000405827,0.1398959266242321,L-Histidine:tRNA(His) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.14992526412951585,0.14992526412951585,0.1329918643324074
MAR05143,0.1227697000395147,0.1362144548709628,L-Methionine:tRNAMet ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.14992526409899254,0.14992526409899254,0.12949207845523875
MAR07161,0.1164572802872878,0.1292107494355864,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),Nucleotide metabolism,0.1499252640361235,0.1499252640361235,0.12283401586143709
MAR13086,0.1164572802872878,0.1292107494355864,,Transport reactions,0.1499252640361235,0.1499252640361235,0.12283401586143709
MAR05135,0.1012020500325729,0.1122848884747126,L-Cysteine:tRNA(Cys) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.14992526385180588,0.14992526385180588,0.10674347025364275
MAR05149,0.0541956333507767,0.060130705303398,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.14992526263139153,0.14992526263139153,0.05716317032708735
MAR07792,0.0395954752976778,0.0439316548080993,,Transport reactions,0.14992526166255013,0.14992526166255013,0.04176356605288855
MAR05423,0.0349371840861863,0.0387632248306759,,Transport reactions,0.14992526118304206,0.14992526118304206,0.036850205458431096
MAR07160,0.0276637845522294,0.0306933008000903,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,Nucleotide metabolism,0.14992526011141438,0.14992526011141438,0.02917854367615985
MAR04158,0.0260495457382828,0.0289022834725045,,Amino sugar and nucleotide sugar metabolism,0.14992525979243826,0.14992525979243826,0.02747591560539365
MAR04524,0.0260495457382828,0.0289022834725045,ATP:N-acetyl-D-glucosamine 6-phosphotransferase,Amino sugar and nucleotide sugar metabolism,0.14992525979243826,0.14992525979243826,0.02747591560539365
MAR04631,0.0260495457382828,0.0289022834725045,,Amino sugar and nucleotide sugar metabolism,0.14992525979243826,0.14992525979243826,0.02747591560539365
MAR07796,0.0209623104517118,0.0232579348984055,,Transport reactions,0.1499252584658165,0.1499252584658165,0.02211012367505865
MAR07786,0.0209623104517118,0.0232579348984055,,Transport reactions,0.1499252584658165,0.1499252584658165,0.02211012367505865
MAR00736,0.0140490167214617,0.0155875525766619,ceramide:phosphatidylcholine cholinephosphotransferase,Sphingolipid metabolism,0.14992525512306684,0.14992525512306684,0.0148182856490618
MAR00669,0.0140490167214617,0.0155875525766619,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,0.14992525512306684,0.14992525512306684,0.0148182856490618
MAR07861,0.0082991353656684,0.0092079902400271,,Transport reactions,0.14992524810076058,0.14992524810076058,0.008753563802847749
MAR07862,0.0055327569104458,0.006138660160018,,Transport reactions,0.14992523952160178,0.14992523952160178,0.0058357095352319
MAR00586,0.0046982845479602,0.0052128030639734,CDP-diacylglycerol:phosphatidylglycerol 3-phosphatidyltransferase,Glycerophospholipid metabolism,0.14992523495037074,0.14992523495037074,0.0049555448059668
MAR00587,-0.0046982845479602,-0.0052128030639734,,Transport reactions,0.14992523495037074,0.14992523495037074,0.0049555448059668
MAR04026,-0.0046982845479602,-0.0052128030639734,ATP:CMP phosphotransferase,Nucleotide metabolism,0.14992523495037074,0.14992523495037074,0.0049555448059668
MAR03944,0.0044083846634017,0.0048911556645776,UTP:alpha-D-glucose-1-phosphate uridylyltransferase,Galactose metabolism,0.1499252329572021,0.1499252329572021,0.0046497711639896504
MAR04396,-0.0044083846634017,-0.0048911556645776,"alpha-D-glucose 1,6-phosphomutase",Glycolysis / Gluconeogenesis,0.1499252329572021,0.1499252329572021,0.0046497711639896504
MAR01661,0.0043545076298168,0.0048313784495363,Phosphatidylserine Flippase,Transport reactions,0.1499252325575767,0.1499252325575767,0.00459294403967655
MAR00661,-0.0043545076298168,-0.0048313784495363,Exchange of PS-LD pool,Exchange/demand reactions,0.1499252325575767,0.1499252325575767,0.00459294403967655
MAR09029,-0.0021540970514349,-0.0023899965179186,Exchange of N-carbamoyl-L-aspartate,Exchange/demand reactions,0.14992519915318345,0.14992519915318345,0.00227204778467675
MAR04608,-0.0021540970514349,-0.0023899965179186,(S)-dihydroorotate amidohydrolase,Pyrimidine metabolism,0.14992519915318345,0.14992519915318345,0.00227204778467675
MAR09009,0.0021540970514349,0.0023899965179186,Transport of N-Carbamoyl-L-Aspartate,Transport reactions,0.14992519915318345,0.14992519915318345,0.00227204778467675
MAR08791,0.0019537159303819,0.0021676712604384,,Nicotinate and nicotinamide metabolism,0.1499251923656066,0.1499251923656066,0.00206069459541015
MAR09378,-0.0019537159303819,-0.0021676712604384,Exchange of nicotinamide,Exchange/demand reactions,0.1499251923656066,0.1499251923656066,0.00206069459541015
MAR04265,0.0019537159303819,0.0021676712604384,,Nicotinate and nicotinamide metabolism,0.1499251923656066,0.1499251923656066,0.00206069459541015
MAR04969,-0.0019537159303819,-0.0021676712604384,,Transport reactions,0.1499251923656066,0.1499251923656066,0.00206069459541015
MAR10396,-0.0012523820066482,-0.001389532859255,"Transport of O-Phospho-L-Serine, Diffusion",Transport reactions,0.14992515155712777,0.14992515155712777,0.0013209584329516
MAR10441,-0.0012523820066482,-0.001389532859255,Exchange of 3-phosphoserine,Exchange/demand reactions,0.14992515155712777,0.14992515155712777,0.0013209584329516
MAR10065,0.0012433161596507,0.0013794741932624,Cofactors and vitamins pool for biomass reaction,Artificial reactions,0.1499251507280434,0.1499251507280434,0.0013113961764565497
MAR04371,0.0007013339237229,0.0007781384011828,"3-phospho-D-glycerate 1,2-phosphomutase",Glycolysis / Gluconeogenesis,0.14992506222036306,0.14992506222036306,0.0007397371624528501
MAR04269,0.0003005716815954,0.0003334878862207,ATP:NAD+ 2'-phosphotransferase,Nicotinate and nicotinamide metabolism,0.1499247915014254,0.1499247915014254,0.00031703078390805
MAR08722,8.554015178397228e-05,9.49078244964592e-05,,Transport reactions,0.14992360058414514,0.14992360058414514,9.022498814021575e-05
MAR04752,4.2894407507951225e-05,4.759185966755586e-05,Coproporphyrinogen:oxygen oxidoreductase(decarboxylating),Porphyrin metabolism,0.14992194559638436,0.14992194559638436,4.5244133587753546e-05
MAR11316,4.289440750795122e-05,4.7591859667555856e-05,Protoporphyrinogen Oxidase (Aerobic),Porphyrin metabolism,0.14992194559638436,0.14992194559638436,4.524413358775354e-05
MAR04770,4.289440750795122e-05,4.759185966755586e-05,,Porphyrin metabolism,0.14992194559638436,0.14992194559638436,4.5244133587753546e-05
MAR11798,4.289440750795122e-05,4.759185966755586e-05,Transport by OATP1B Carriers into Extracellular Space,Transport reactions,0.14992194559638436,0.14992194559638436,4.5244133587753546e-05
MAR09702,-4.2894407507951225e-05,-4.759185966755587e-05,Exchange of coproporphyrin III,Exchange/demand reactions,0.14992194559638436,0.14992194559638436,4.5244133587753546e-05
MAR09076,-4.2894407507951225e-05,-4.759185966755587e-05,Exchange of Fe2+,Exchange/demand reactions,0.14992194559638436,0.14992194559638436,4.5244133587753546e-05
MAR08617,4.289440750795122e-05,4.759185966755585e-05,Triphosphate phosphohydrolase,Miscellaneous,0.14992194559638408,0.14992194559638408,4.524413358775353e-05
MAR06453,4.289440750795121e-05,4.759185966755584e-05,,Vitamin E metabolism,0.14992194559638408,0.14992194559638408,4.524413358775353e-05
MAR05987,4.2894407507951225e-05,4.7591859667555856e-05,,Transport reactions,0.14992194559638408,0.14992194559638408,4.5244133587753546e-05
MAR06438,-4.289440750795121e-05,-4.759185966755584e-05,,Transport reactions,0.14992194559638408,0.14992194559638408,4.524413358775353e-05
MAR06492,-4.289440750795122e-05,-4.759185966755584e-05,,Vitamin E metabolism,0.14992194559638378,0.14992194559638378,4.524413358775353e-05
MAR06690,-4.289440750795121e-05,-4.759185966755583e-05,,Retinol metabolism,0.14992194559638378,0.14992194559638378,4.524413358775352e-05
MAR00598,4.289440750795122e-05,4.759185966755584e-05,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",Glycerophospholipid metabolism,0.14992194559638378,0.14992194559638378,4.524413358775353e-05
MAR08614,4.2894407507951225e-05,4.759185966755585e-05,,Transport reactions,0.14992194559638378,0.14992194559638378,4.524413358775354e-05
MAR09269,-4.2894407507951225e-05,-4.759185966755585e-05,Exchange of aquacob(III)alamin,Exchange/demand reactions,0.14992194559638378,0.14992194559638378,4.524413358775354e-05
MAR06454,4.289440750795122e-05,4.759185966755584e-05,,Transport reactions,0.14992194559638378,0.14992194559638378,4.524413358775353e-05
MAR09109,-4.2894407507951225e-05,-4.759185966755585e-05,Exchange of biotin,Exchange/demand reactions,0.14992194559638378,0.14992194559638378,4.524413358775354e-05
MAR09608,4.289440750795122e-05,4.759185966755584e-05,,Transport reactions,0.14992194559638378,0.14992194559638378,4.524413358775353e-05
MAR09159,-4.2894407507951225e-05,-4.759185966755585e-05,Exchange of thiamin,Exchange/demand reactions,0.14992194559638378,0.14992194559638378,4.524413358775354e-05
MAR08612,4.2894407507951225e-05,4.759185966755585e-05,,Transport reactions,0.14992194559638378,0.14992194559638378,4.524413358775354e-05
MAR06436,4.289440750795122e-05,4.759185966755584e-05,,Vitamin E metabolism,0.14992194559638378,0.14992194559638378,4.524413358775353e-05
MAR06693,4.289440750795122e-05,4.759185966755584e-05,,Retinol metabolism,0.14992194559638378,0.14992194559638378,4.524413358775353e-05
MAR09167,-4.289440750795122e-05,-4.759185966755584e-05,Exchange of lipoic acid,Exchange/demand reactions,0.14992194559638378,0.14992194559638378,4.524413358775353e-05
MAR08616,4.2894407507951225e-05,4.759185966755585e-05,ATP:cob(I)alamin Co-beta-adenosyltransferase,Vitamin B12 metabolism,0.14992194559638378,0.14992194559638378,4.524413358775354e-05
MAR06638,4.289440750795122e-05,4.759185966755584e-05,11-cis-retinol:NAD+ oxidoreductase,Retinol metabolism,0.14992194559638378,0.14992194559638378,4.524413358775353e-05
MAR06651,4.2894407507951225e-05,4.759185966755584e-05,all-trans-Retinal 11-cis-trans-isomerase,Retinol metabolism,0.1499219455963835,0.1499219455963835,4.524413358775353e-05
MAR08615,4.2894407507951225e-05,4.759185966755584e-05,ATP:cob(I)alamin Co-beta-adenosyltransferase,Vitamin B12 metabolism,0.1499219455963835,0.1499219455963835,4.524413358775353e-05
MAR06687,4.289440750795123e-05,4.759185966755585e-05,,Retinol metabolism,0.1499219455963835,0.1499219455963835,4.5244133587753546e-05
MAR06691,-4.2894407507951225e-05,-4.759185966755584e-05,,Retinol metabolism,0.1499219455963835,0.1499219455963835,4.524413358775353e-05
MAR00670,4.2894407507951225e-05,4.759185966755584e-05,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,0.1499219455963835,0.1499219455963835,4.524413358775353e-05
MAR06634,4.289440750795123e-05,4.759185966755584e-05,,Retinol metabolism,0.1499219455963835,0.1499219455963835,4.524413358775354e-05
MAR06692,4.2894407507951225e-05,4.759185966755584e-05,,Retinol metabolism,0.1499219455963835,0.1499219455963835,4.524413358775353e-05
MAR04204,4.289440750795123e-05,4.759185966755585e-05,ATP:thiamine diphosphotransferase,Thiamine metabolism,0.1499219455963835,0.1499219455963835,4.5244133587753546e-05
MAR06682,4.2894407507951225e-05,4.759185966755584e-05,,Retinol metabolism,0.1499219455963835,0.1499219455963835,4.524413358775353e-05
MAR08998,4.289440750795122e-05,4.759185966751781e-05,Transport of Ubiquinone into Mitochondria,Transport reactions,0.1499219455952309,0.1499219455952309,4.524413358773452e-05
MAR08966,-4.289440750795122e-05,-4.75918596675178e-05,Exchange of ubiquinone,Exchange/demand reactions,0.14992194559523062,0.14992194559523062,4.524413358773451e-05
MAR07819,4.289440750795122e-05,4.75918596675178e-05,Transport of Q10,Transport reactions,0.14992194559523062,0.14992194559523062,4.524413358773451e-05
MAR06660,-4.277007589198615e-05,-4.74539122482296e-05,,Retinol metabolism,0.1499219359464168,0.1499219359464168,4.511299407010788e-05
MAR08613,2.144720375397561e-05,2.3795929833777925e-05,,Vitamin B12 metabolism,0.14991862608103287,0.14991862608103287,2.2622566793876767e-05
MAR06702,2.1385037945993064e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195557,0.14991860678195557,2.255699703505393e-05
MAR06700,2.1385037945993067e-05,2.37269561241148e-05,,Retinol metabolism,0.14991860678195557,0.14991860678195557,2.2556997035053933e-05
MAR02135,2.138503794599307e-05,2.37269561241148e-05,,Vitamin D metabolism,0.1499186067819553,0.1499186067819553,2.2556997035053936e-05
MAR06678,2.138503794599307e-05,2.37269561241148e-05,,Retinol metabolism,0.1499186067819553,0.1499186067819553,2.2556997035053936e-05
MAR06703,2.1385037945993067e-05,2.3726956124114797e-05,,Retinol metabolism,0.1499186067819553,0.1499186067819553,2.255699703505393e-05
MAR06658,2.138503794599307e-05,2.37269561241148e-05,,Retinol metabolism,0.1499186067819553,0.1499186067819553,2.2556997035053936e-05
MAR02131,2.138503794599307e-05,2.37269561241148e-05,,Vitamin D metabolism,0.1499186067819553,0.1499186067819553,2.2556997035053936e-05
MAR06656,2.1385037945993067e-05,2.3726956124114797e-05,,Retinol metabolism,0.1499186067819553,0.1499186067819553,2.255699703505393e-05
MAR06649,2.138503794599307e-05,2.37269561241148e-05,,Retinol metabolism,0.1499186067819553,0.1499186067819553,2.2556997035053936e-05
MAR06642,2.138503794599307e-05,2.37269561241148e-05,,Retinol metabolism,0.1499186067819553,0.1499186067819553,2.2556997035053936e-05
MAR06701,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06668,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06653,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR02130,-2.1385037945993078e-05,-2.37269561241148e-05,,Vitamin D metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053936e-05
MAR06652,-2.138503794599307e-05,-2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR02133,2.1385037945993078e-05,2.37269561241148e-05,,Vitamin D metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053936e-05
MAR02129,2.138503794599307e-05,2.3726956124114797e-05,,Vitamin D metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR02136,2.1385037945993078e-05,2.37269561241148e-05,,Vitamin D metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053936e-05
MAR02132,2.1385037945993078e-05,2.37269561241148e-05,,Vitamin D metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053936e-05
MAR06673,2.1385037945993078e-05,-2.37269561241148e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053936e-05
MAR06677,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR02144,2.138503794599307e-05,2.3726956124114797e-05,,Vitamin D metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06669,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06654,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06648,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06664,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06657,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR02142,2.138503794599307e-05,2.3726956124114797e-05,,Vitamin D metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06641,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR06655,2.138503794599307e-05,2.3726956124114797e-05,,Retinol metabolism,0.14991860678195498,0.14991860678195498,2.2556997035053933e-05
MAR02145,2.138503794599307e-05,2.372695612411479e-05,,Vitamin D metabolism,0.1499186067819547,0.1499186067819547,2.255699703505393e-05
MAR02134,2.138503794599308e-05,2.37269561241148e-05,,Vitamin D metabolism,0.1499186067819547,0.1499186067819547,2.255699703505394e-05
MAR02143,2.1385037945993078e-05,2.3726956124114797e-05,,Vitamin D metabolism,0.1499186067819547,0.1499186067819547,2.2556997035053936e-05
MAR02139,2.138503794599307e-05,2.372695612411479e-05,,Vitamin D metabolism,0.1499186067819547,0.1499186067819547,2.255699703505393e-05
MAR02138,2.1385037945993078e-05,2.3726956124114797e-05,,Vitamin D metabolism,0.1499186067819547,0.1499186067819547,2.2556997035053936e-05
MAR06665,2.1385037945993078e-05,2.3726956124114797e-05,,Retinol metabolism,0.1499186067819547,0.1499186067819547,2.2556997035053936e-05
MAR11583,-0.0158703859678279,-0.0175963888793638,Transport of 1-Phosphatidyl-1D-Myo-Inositol,Transport reactions,0.14894216634170435,0.14894216634170435,0.016733388423595848
MAR12127,-0.0158703859678279,-0.0175963888793638,Exchange of PI pool,Exchange/demand reactions,0.14894216634170435,0.14894216634170435,0.016733388423595848
MAR10195,5.530081128294826,6.115056082107237,Exchange of provitamin D3,Exchange/demand reactions,0.14506508448905137,0.14506508448905137,5.822568606201031
MAR09989,5.530081128294826,6.115056082107236,"Transport of Cholesta-5, 7-Dien-3Beta-Ol, Diffusion",Transport reactions,0.14506508448905106,0.14506508448905106,5.822568606201031
MAR06258,-0.0021666154316754,0.0019999999999999,,Transport reactions,-0.11544304625130274,0.11544304625130274,0.00208330871583765
MAR01095,-0.1491328864144809,-0.1599040502356767,,Transport reactions,0.10060804864774481,0.10060804864774481,0.1545184693250788
MAR04139,2.0590312264564417,2.164022956717393,(S)-malate:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.0717500943480959,0.0717500943480959,2.1115270925869174
MAR02351,22.05469240485941,23.09782975552065,Facilitated Diffusion,Transport reactions,0.06667166469343205,0.06667166469343205,22.57626108119003
MAR09069,-0.2885482426710103,-0.30172232970933,Exchange of serine,Exchange/demand reactions,0.06440892576987402,0.06440892576987402,0.2951352871901702
MAR10250,-0.0131245793722373,-0.013117190191339,Exchange of hexanoyl-CoA,Exchange/demand reactions,-0.0008124706744077361,0.0008124706744077361,0.01312088578178815
MAR10375,-0.0131245793722373,-0.013117190191339,"Transport of Hexanoate, Cytosol",Transport reactions,-0.0008124706744077361,0.0008124706744077361,0.01312088578178815
MAR09255,-4.071159195438285e-14,0.0,Exchange of ADP,Exchange/demand reactions,-5.8733216266055704e-05,5.8733216266055704e-05,1.0000203557959773e-09
MAR09020,-9.699508895930941e-17,3.317047991006181e-15,,Transport reactions,4.6455464230863205e-06,4.6455464230863205e-06,1.00000170702154e-09
MAR03830,-2.750105621283688e-15,0.0,,Linoleate metabolism,-3.967558286227911e-06,3.967558286227911e-06,1.0000013750528108e-09
MAR01908,0.0,-1.6191387671932577e-15,,Transport reactions,2.3359215789811823e-06,2.3359215789811823e-06,1.0000008095693838e-09
MAR06731,0.0,1.6191387671932577e-15,"3,4-Dihydroxy-L-phenylalanine carboxy-lyase","Phenylalanine, tyrosine and tryptophan biosynthesis",2.3359215789811823e-06,2.3359215789811823e-06,1.0000008095693838e-09
MAR06167,0.0,1.6190404972175465e-15,,Transport reactions,2.3357798054842894e-06,2.3357798054842894e-06,1.0000008095202486e-09
MAR04213,0.0,-1.6190404972175465e-15,Exchange of prostaglandin A2,Exchange/demand reactions,2.3357798054842894e-06,2.3357798054842894e-06,1.0000008095202486e-09
MAR09033,0.0,1.2961489798026072e-15,Exchange of NEFA blood pool in,Exchange/demand reactions,1.869946493404182e-06,1.869946493404182e-06,1.0000006480744899e-09
MAR00015,0.0,-1.2961489798026072e-15,,Transport reactions,1.869946493404182e-06,1.869946493404182e-06,1.0000006480744899e-09
MAR08618,-1.0744965744165062e-15,0.0,,Transport reactions,-1.550170046677861e-06,1.550170046677861e-06,1.0000005372482873e-09
MAR08541,0.0,8.095693835966287e-16,"1,2-benzenediol:oxygen oxidoreductase",Tyrosine metabolism,1.1679612621026853e-06,1.1679612621026853e-06,1.0000004047846918e-09
MAR04095,0.0,7.805633075209296e-16,Acetyl-CoA hydrolase,Pyruvate metabolism,1.1261143733937378e-06,1.1261143733937378e-06,1.000000390281654e-09
MAR00061,0.0,-7.805633075209294e-16,Acetate Mitochondrial Transport via Proton Symport,Transport reactions,1.1261143733937378e-06,1.1261143733937378e-06,1.000000390281654e-09
MAR08063,0.0,5.583362835355553e-16,,Bile acid biosynthesis,8.055087626999256e-07,8.055087626999256e-07,1.000000279168142e-09
MAR10038,0.0,-2.8313529058047877e-16,cholesterol-ester pool formation and breakdown,Pool reactions,4.0847782174464106e-07,4.0847782174464106e-07,1.0000001415676455e-09
MAR10623,0.0,6.24320877980202e-17,Exchange of Lysyl-Valyl-Phenylalanine,Exchange/demand reactions,9.007046085732947e-08,9.007046085732947e-08,1.000000031216044e-09
MAR10865,0.0,-6.243208779802019e-17,"Transport of LysValPhe, Extracellular",Transport reactions,9.007046085732947e-08,9.007046085732947e-08,1.000000031216044e-09
MAR02331,0.0,5.422040814616168e-17,Transport Reaction,Transport reactions,7.822351185147648e-08,7.822351185147648e-08,1.0000000271102042e-09
MAR03673,0.0,5.422040814616168e-17,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,7.822351185147648e-08,7.822351185147648e-08,1.0000000271102042e-09
MAR06388,0.0,-4.6122738835559975e-17,,Transport reactions,6.654104491700009e-08,6.654104491700009e-08,1.0000000230613693e-09
MAR03641,0.0,4.374440239468398e-17,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,6.310983091724185e-08,6.310983091724185e-08,1.0000000218722013e-09
MAR02959,0.0,4.374440239468397e-17,,Fatty acid activation (endoplasmic reticular),6.310983091724185e-08,6.310983091724185e-08,1.0000000218722013e-09
MAR02318,0.0,4.374440239468397e-17,Vesicular Transport,Transport reactions,6.310983091724185e-08,6.310983091724185e-08,1.0000000218722013e-09
MAR02819,0.0,4.2413666528955706e-17,,Carnitine shuttle (endoplasmic reticular),6.118998514160298e-08,6.118998514160298e-08,1.0000000212068333e-09
MAR03638,0.0,4.2413666528955706e-17,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,6.118998514160298e-08,6.118998514160298e-08,1.0000000212068333e-09
MAR02817,0.0,-4.241366652895572e-17,,Carnitine shuttle (endoplasmic reticular),6.118998514160298e-08,6.118998514160298e-08,1.0000000212068333e-09
MAR11345,3.636012682729579e-17,0.0,Exchange of lipoamide,Exchange/demand reactions,-5.245657380979084e-08,5.245657380979084e-08,1.0000000181800636e-09
MAR11346,-3.636012682729579e-17,0.0,Lipoamide Transport,Transport reactions,-5.245657380979084e-08,5.245657380979084e-08,1.0000000181800636e-09
MAR11361,-3.636012682729579e-17,0.0,"Transport of Lipoamide, Mitochondrial",Transport reactions,-5.245657380979084e-08,5.245657380979084e-08,1.0000000181800636e-09
MAR03676,0.0,3.0663551969865846e-17,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,4.423815361252981e-08,4.423815361252981e-08,1.000000015331776e-09
MAR02892,0.0,-3.066355196986584e-17,,Carnitine shuttle (endoplasmic reticular),4.423815361252981e-08,4.423815361252981e-08,1.000000015331776e-09
MAR02894,0.0,3.066355196986585e-17,palmitoyl-CoA:L-carnitine O-palmitoyltransferase,Carnitine shuttle (endoplasmic reticular),4.423815361252981e-08,4.423815361252981e-08,1.000000015331776e-09
MAR04746,0.0,-1.607362175955171e-17,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing),Porphyrin metabolism,2.3189334225893626e-08,2.3189334225893626e-08,1.000000008036811e-09
MAR09201,0.0,1.5784616064675904e-17,Exchange of citrulline,Exchange/demand reactions,2.2772387130448786e-08,2.2772387130448786e-08,1.0000000078923081e-09
MAR07778,-1.5060265124559412e-18,1.7275525052764954e-17,,Transport reactions,2.2750577242126963e-08,2.2750577242126963e-08,1.0000000093907758e-09
MAR03668,0.0,7.87116107813731e-18,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,1.1355684977230821e-08,1.1355684977230821e-08,1.0000000039355805e-09
MAR02823,0.0,-7.078382264511969e-18,,Carnitine shuttle (endoplasmic reticular),1.021194672090659e-08,1.021194672090659e-08,1.0000000035391912e-09
MAR02824,0.0,7.078382264511969e-18,,Carnitine shuttle (endoplasmic reticular),1.021194672090659e-08,1.021194672090659e-08,1.0000000035391912e-09
MAR02660,0.0,-7.078382264511969e-18,,Carnitine shuttle (cytosolic),1.021194672090659e-08,1.021194672090659e-08,1.0000000035391912e-09
MAR03640,0.0,7.078382264511969e-18,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,1.021194672090659e-08,1.021194672090659e-08,1.0000000035391912e-09
MAR13040,0.0,-6.207787147360735e-18,Exchange of (10Z)-heptadecenoic acid,Exchange/demand reactions,8.955943741865417e-09,8.955943741865417e-09,1.0000000031038938e-09
MAR02807,0.0,-6.2006628637124866e-18,,Carnitine shuttle (endoplasmic reticular),8.945665547991694e-09,8.945665547991694e-09,1.0000000031003315e-09
MAR02809,0.0,6.200662863712485e-18,palmitoyl-CoA:L-carnitine O-palmitoyltransferase,Carnitine shuttle (endoplasmic reticular),8.945665547991694e-09,8.945665547991694e-09,1.0000000031003315e-09
MAR03634,0.0,6.200662863712485e-18,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,8.945665547991694e-09,8.945665547991694e-09,1.0000000031003315e-09
MAR03675,0.0,6.087408747480293e-18,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,8.782274139483197e-09,8.782274139483197e-09,1.0000000030437044e-09
MAR10777,0.0,5.771705255032153e-18,"Transport of AspGluPro, Extracellular",Transport reactions,8.326810641528837e-09,8.326810641528837e-09,1.0000000028858527e-09
MAR10535,0.0,-5.771705255032153e-18,Exchange of Aspartyl-Glutamyl-Proline,Exchange/demand reactions,8.326810641528837e-09,8.326810641528837e-09,1.0000000028858527e-09
MAR02608,0.0,-3.7656993647203674e-18,,Carnitine shuttle (cytosolic),5.432755706806034e-09,5.432755706806034e-09,1.0000000018828499e-09
MAR03627,0.0,3.765699364720368e-18,Acyl-CoA:cholesterol O-acyltransferase,Formation and hydrolysis of cholesterol esters,5.432755706806034e-09,5.432755706806034e-09,1.0000000018828499e-09
MAR02791,0.0,-3.7656993647203674e-18,,Carnitine shuttle (endoplasmic reticular),5.432755706806034e-09,5.432755706806034e-09,1.0000000018828499e-09
MAR02792,0.0,3.7656993647203674e-18,,Carnitine shuttle (endoplasmic reticular),5.432755706806034e-09,5.432755706806034e-09,1.0000000018828499e-09
