"","Blood","TumorCore","TumorEdge"
"TMEM204",590,131,223
"LA16c-313F4.1",2,0,0
"LA16c-425C2.1",0,0,0
"LA16c-431H6.6",50,8,31
"HN1L",156,114,186
"LA16c-431H6.7",8,2,7
"MAPK8IP3",96,66,86
"LA16c-329F2.2",12,12,11
"LA16c-329F2.1",0,0,0
"LA16c-361A3.3",0,2,0
"NME3",1128,760,1186
"MRPS34",1423,852,1390
"EME2",31,23,26
"SPSB3",1162,732,1238
"NUBP2",772,449,769
"IGFALS",0,0,1
"HAGH",954,556,920
"FAHD1",160,102,138
"MSRB1",133,127,194
"NDUFB10",2317,1302,2195
"RPS2",135157,53535,86623
"SNHG9",635,639,1138
"RNF151",0,0,2
"AC005363.11",4,5,8
"TBL3",184,119,188
"NOXO1",3,1,3
"GFER",446,282,497
"SYNGR3",2,33,74
"ZNF598",96,64,101
"NPW",0,13,21
"SLC9A3R2",28,10,20
"NTHL1",148,91,139
"TSC2",376,194,331
"PKD1",88,33,81
"RP11-304L19.2",0,0,0
"RAB26",0,1,0
"SNHG19",326,102,196
"TRAF7",237,167,224
"CASKIN1",0,2,0
"MLST8",250,113,191
"BRICD5",23,15,31
"PGP",426,268,445
"E4F1",150,87,155
"DNASE1L2",5,1,1
"ECI1",154,160,178
"RP11-304L19.11",3,1,4
"RNPS1",2370,1430,2316
"RP11-304L19.13",15,6,9
"ABCA3",14,9,18
"RP11-715J22.1",51,14,20
"ABCA17P",7,1,2
"CCNF",29,22,42
"RP11-715J22.3",3,2,6
"C16orf59",0,6,7
"RP11-715J22.2",0,0,1
"TBC1D24",50,28,63
"RP11-715J22.6",1,0,1
"ATP6V0C",2,13,7
"RP11-20I23.2",2,2,4
"AMDHD2",339,179,283
"CEMP1",3,2,1
"PDPK1",312,278,434
"RP11-20I23.13",3,5,6
"RP11-20I23.8",3,9,10
"RP11-20I23.6",7,13,12
"RP11-20I23.7",1,0,1
"RP11-20I23.5",9,14,18
"RP11-20I23.10",66,26,60
"CTD-3126B10.2",17,14,16
"CTD-3126B10.1",2,4,1
"AC141586.5",110,131,228
"PDPK2P",1,2,1
"CTD-3126B10.5",2,20,24
"KCTD5",150,164,338
"CTD-2270P14.2",215,172,308
"PRSS27",10,12,19
"SRRM2-AS1",30,12,17
"SRRM2",3146,2007,3099
"CTD-2270P14.5",23,8,20
"PRSS33",0,1,1
"PRSS21",68,24,56
"EIF1P4",0,0,0
"ZG16B",10,52,37
"PRSS30P",32,16,30
"PRSS22",7,2,2
"LA16c-325D7.2",0,2,2
"FLYWCH2",359,209,323
"FLYWCH1",185,85,164
"LA16c-321D4.2",0,0,0
"KREMEN2",0,1,0
"PKMYT1",1,8,4
"PAQR4",15,64,88
"LA16c-380H5.6",1,0,0
"LA16c-380H5.5",0,0,1
"CLDN9",0,0,0
"TNFRSF12A",5,33,77
"HCFC1R1",385,221,355
"THOC6",375,190,313
"MMP25",3,8,5
"MMP25-AS1",498,185,336
"IL32",30342,35547,47665
"RP11-473M20.9",29,34,47
"RNU1-22P",0,0,2
"RP11-473M20.11",0,0,1
"ZNF213-AS1",224,33,81
"ZNF205",1,2,0
"ZNF213",27,21,35
"RP11-473M20.16",102,26,53
"OR1F2P",0,1,1
"ZNF200",71,74,99
"MEFV",0,0,0
"LINC00921",70,22,33
"ZNF263",261,114,204
"AJ003147.11",28,3,5
"LA16c-360H6.1",1,1,0
"TIGD7",44,14,34
"ZNF75A",539,205,411
"LA16c-360H6.3",1,0,2
"LA16c-306E5.2",31,5,10
"MTRNR2L4",3,4,2
"ZSCAN32",110,57,119
"ZNF174",85,59,86
"ZNF597",21,25,34
"NAA60",453,268,439
"CLUAP1",620,166,252
"NLRC3",255,209,396
"LA16c-390H2.4",43,16,17
"SLX4",28,40,59
"DNASE1",328,191,316
"RP11-461A8.4",2,0,0
"TRAP1",307,141,290
"CREBBP",503,405,643
"RP11-95J11.1",0,1,1
"RP11-462G12.1",8,3,0
"ADCY9",20,13,17
"RP11-95P2.3",1,1,1
"SRL",0,0,0
"LINC01569",18,12,16
"TFAP4",128,38,57
"GLIS2",1,1,0
"GLIS2-AS1",0,0,0
"PAM16",14,25,26
"RP11-295D4.1",3,2,0
"RP11-295D4.3",99,46,61
"CORO7",712,349,586
"VASN",0,9,13
"DNAJA3",413,207,336
"RP11-295D4.4",10,2,3
"RP11-295D4.5",9,1,0
"NMRAL1",529,338,634
"HMOX2",1666,905,1660
"CDIP1",238,249,395
"RP11-709D24.8",0,0,3
"C16orf96",2,1,1
"RP11-709D24.5",1,1,0
"SUB1P3",6,5,9
"UBALD1",123,161,206
"MGRN1",313,253,431
"RN7SL850P",1,1,0
"Metazoa-SRP.121",42,17,36
"NUDT16L1",830,431,821
"ANKS3",287,146,221
"C16orf71",2,0,1
"ZNF500",158,49,84
"SMIM22",1,1,1
"ROGDI",151,102,166
"GLYR1",425,299,502
"RP11-127I20.8",147,64,108
"UBN1",525,409,666
"PPL",29,10,25
"NAGPA",350,138,262
"ALG1",111,97,143
"C16orf89",0,0,0
"EEF2KMT",103,74,98
"RP11-420N3.2",0,0,0
"RP11-382N13.1",0,0,0
"RBFOX1",0,0,0
"RP11-509E10.3",0,0,0
"METTL22",118,56,85
"RP11-475D10.4",1,1,2
"ABAT",50,84,156
"RN7SL743P",25,19,49
"TMEM186",103,61,105
"PMM2",198,140,204
"RP11-152P23.2",0,1,3
"RP11-77H9.2",8,6,13
"CARHSP1",813,722,1169
"RP11-77H9.5",1,2,1
"RP11-77H9.6",0,0,0
"USP7",305,229,414
"RP11-77H9.8",6,4,6
"C16orf72",151,187,304
"RP11-473I1.5",51,24,36
"RPL21P119",254,118,146
"GRIN2A",0,0,0
"ATF7IP2",1156,393,805
"RP11-609N14.4",3,2,3
"EMP2",0,2,1
"TEKT5",0,0,0
"NUBP1",243,329,524
"TVP23A",2,2,3
"RP11-876N24.1",0,0,0
"RP11-876N24.2",0,0,0
"CIITA",17,12,50
"DEXI",313,184,237
"RP11-876N24.3",1,9,13
"RP11-876N24.7",3,0,0
"RP11-876N24.5",0,1,3
"RP11-876N24.4",1,2,5
"CLEC16A",51,54,85
"RPL7P46",1,1,1
"RP11-66H6.4",5,7,25
"RP11-66H6.3",0,8,6
"RP11-396B14.2",1,1,1
"HNRNPCP4",6,2,3
"RMI2",11,26,55
"SOCS1",588,1784,2554
"RP11-485G7.5",1,2,1
"CTD-3088G3.8",9,2,7
"CTD-3088G3.6",0,2,1
"LITAF",3768,2166,3574
"SNN",115,87,103
"TXNDC11",306,330,473
"RP11-490O6.2",50,37,45
"ZC3H7A",793,694,1027
"Metazoa-SRP.123",1,1,1
"RP11-486I11.2",4,16,17
"BCAR4",0,0,2
"RSL1D1",4670,1576,3015
"RP11-166B2.8",2,5,5
"GSPT1",793,1174,1727
"RP11-166B2.3",141,210,356
"COX6CP1",3,7,10
"RP11-166B2.5",8,8,17
"TNFRSF17",1,1,3
"SNX29",187,118,216
"RPS23P6",16,0,4
"RP11-276H1.3",3,1,1
"RP11-165M1.1",17,4,6
"RP11-552C15.1",2,0,2
"CTD-3037G24.4",5,1,2
"CPPED1",87,106,165
"CTD-2583P5.3",0,3,2
"RP11-14K2.1",3,3,6
"SHISA9",1,0,1
"ERCC4",215,137,251
"CTD-2135D7.2",2,1,0
"MKL2",109,44,102
"CTA-276F8.1",31,8,18
"RP11-65J21.4",2,3,10
"PARN",326,239,383
"BFAR",712,448,712
"NPIPA3",9,0,5
"NPIPA2",3,1,0
"ABCC6P2",0,0,0
"NOMO1",144,108,158
"MIR3180-1",0,0,2
"NPIPA1",55,35,51
"PDXDC1",388,310,519
"RP11-680G24.4",0,1,0
"RP11-680G24.6",0,0,0
"NTAN1",424,289,434
"RRN3",196,164,259
"RP11-72I8.1",2,1,0
"NPIPP1",19,13,24
"MIR3180-4.1",1,1,0
"NPIPA5",3,1,3
"MPV17L",20,16,21
"C16orf45",30,101,119
"KIAA0430",352,370,562
"CTB-193M12.1",0,1,5
"NDE1",659,261,411
"CTB-193M12.3",29,10,21
"CTB-193M12.5",65,34,66
"MYH11",168,67,92
"AF001548.5",43,11,21
"FOPNL",372,236,416
"ABCC1",152,118,249
"RPL17P40",2,5,1
"ABCC6",2,1,1
"NOMO3",39,23,40
"AC138969.4",21,10,14
"CTD-2576D5.3",1,3,2
"XYLT1",52,54,90
"CTD-2576D5.4",16,64,109
"RP11-1102P22.3",23,13,25
"RP11-1102P22.1",15,8,18
"RP11-1102P22.2",35,16,27
"RP11-567P19.1",1,2,5
"RPL7P47",16,4,11
"RP11-1212A22.4",16,8,16
"MIR3179-3",1,0,4
"NOMO2",32,22,25
"ABCC6P1",0,0,0
"RPS15A",144390,47476,78139
"RP11-1035H13.3",0,0,1
"ARL6IP1",2118,2055,3457
"SMG1",693,589,930
"CTD-2288F12.1",0,0,2
"TMC7",2,1,1
"RP11-626G11.5",1,1,3
"COQ7",519,237,511
"RP11-626G11.4",0,0,0
"RP11-626G11.6",1,0,1
"ITPRIPL2",16,48,87
"RP11-626G11.3",0,8,6
"SYT17",1,0,1
"CLEC19A",0,0,0
"TMC5",6,1,1
"GDE1",319,268,442
"CTA-363E6.7",0,3,0
"CTA-363E6.8",0,0,0
"CCP110",217,141,221
"C16orf62",196,97,197
"AC002550.6",0,2,1
"KNOP1",487,309,407
"AC002550.5",2,1,3
"IQCK",22,4,13
"CTD-2380F24.1",0,0,0
"GPRC5B",1,0,1
"ACSM5",0,1,2
"ACSM2A",0,2,1
"ACSM2B",0,3,1
"ACSM3",87,19,24
"ACSM1",12,3,1
"THUMPD1",1352,698,1243
"AC004381.7",0,1,0
"ERI2",23,12,29
"AC004381.6",8,5,9
"DCUN1D3",15,27,43
"LYRM1",599,329,510
"DNAH3",0,0,0
"CTC-508F8.1",6,1,1
"TMEM159",225,183,237
"ANKS4B",0,0,0
"CRYM",0,0,0
"CRYM-AS1",2,0,0
"SNX29P1",2,0,1
"NPIPB3",0,1,1
"SMG1P3",31,72,115
"METTL9",2000,1393,2251
"CTB-31N19.3",139,56,116
"IGSF6",33,22,44
"OTOA",2,1,3
"RP11-645C24.5",13,17,33
"RRN3P1",382,597,799
"NPIPB4",54,75,120
"SMG1P4",26,88,125
"CTD-2649C14.2",54,6,32
"UQCRC2",2131,1319,2026
"CTD-2649C14.1",0,0,0
"CTD-2649C14.3",1,1,1
"C16orf52",106,77,116
"VWA3A",0,0,0
"SDR42E2",294,276,649
"EEF2K",71,73,92
"RP11-141O15.1",0,1,0
"POLR3E",355,346,553
"CDR2",276,185,279
"RP11-21M24.2",6,6,6
"RRN3P3",196,120,193
"SMG1P1",11,11,15
"NPIPB5",157,130,244
"RP11-368J21.3",0,0,4
"HS3ST2",0,1,2
"USP31",12,18,14
"SCNN1B",0,1,3
"COG7",90,113,132
"CTD-2270L9.2",21,14,24
"CTD-2270L9.4",8,29,31
"GGA2",366,439,758
"AC002400.1",0,0,1
"EARS2",48,30,49
"UBFD1",62,70,107
"CTD-2196E14.6",37,21,32
"NDUFAB1",1229,1011,1525
"PALB2",114,75,107
"DCTN5",242,259,422
"CTD-2196E14.9",1,2,0
"PLK1",10,9,20
"ERN2",0,0,0
"PRKCB",1345,587,1076
"CTA-113A6.1",98,46,95
"CTA-113A6.2",98,39,75
"CACNG3",0,0,0
"RBBP6",841,844,1327
"TNRC6A",725,608,867
"LINC01567",0,0,0
"CTD-2515A14.1",3,1,2
"SLC5A11",3,1,0
"ARHGAP17",153,113,185
"RP11-266L9.1",15,6,18
"RP11-266L9.4",41,10,21
"SCML2P2",0,0,0
"LCMT1-AS1",12,9,17
"RP11-266L9.3",1,1,0
"RP11-266L9.8",27,12,24
"LCMT1",574,341,585
"LCMT1-AS2",11,5,5
"AQP8",1,1,0
"ZKSCAN2",35,10,14
"CTD-2547G23.4",149,64,83
"HMGN2P3",0,0,0
"KDM8",20,10,22
"CTD-3203P2.1",5,3,3
"NSMCE1",1290,515,865
"FLJ21408",8,1,9
"CTD-3203P2.3",8,40,52
"IL4R",619,407,615
"IL21R",105,364,457
"IL21R-AS1",6,20,17
"GTF3C1",210,276,442
"KIAA0556",28,24,26
"AC002551.1",0,0,0
"CTD-2049O4.2",0,0,1
"GSG1L",0,0,0
"XPO6",320,210,285
"TPRKBP2",36,10,16
"RP11-57A19.2",0,0,2
"SBK1",124,29,48
"NPIPB6",6,0,3
"RP11-435I10.5",0,1,0
"EIF3CL",15,9,13
"APOBR",174,101,171
"IL27",0,0,0
"NUPR1",0,15,18
"RP11-666O2.2",79,44,63
"SULT1A2",2,1,0
"SULT1A1",190,24,57
"NPIPB8",0,0,0
"EIF3C",90,91,117
"RP11-1348G14.6",0,1,1
"NPIPB9",0,0,0
"RP11-1348G14.4",11,10,10
"RP11-1348G14.1",8,4,6
"RP11-1348G14.5",5,6,9
"RP11-1348G14.8",7,8,9
"ATXN2L",449,370,608
"RP11-24N18.1",1,1,9
"TUFM",2061,1338,2207
"SH2B1",335,142,241
"RP11-22P6.2",12,7,15
"ATP2A1",0,0,1
"ATP2A1-AS1",15,17,25
"RABEP2",144,90,165
"CD19",3,5,4
"NFATC2IP",713,537,869
"RP11-264B17.2",3,3,2
"RP11-264B17.4",5,3,3
"SPNS1",169,57,104
"RP11-264B17.3",2,1,0
"LAT",1273,756,1227
"RP11-264B17.5",2,2,2
"CTB-134H23.3",6,8,5
"RRN3P2",48,58,105
"RP11-426C22.5",40,30,42
"RP11-426C22.1",8,4,7
"RP11-426C22.4",0,1,0
"RP11-426C22.7",0,0,0
"RP11-426C22.8",2,0,1
"NPIPB11",67,52,133
"SMG1P6",18,2,14
"BOLA2",9,10,10
"RP11-345J4.5",286,312,474
"RP11-345J4.6",13,14,28
"SLX1B",4,5,11
"RP11-345J4.4",1,0,0
"RP11-345J4.1",0,2,0
"SMG1P2",5,21,21
"RP11-368N21.5",0,1,4
"SLC7A5P1",1,10,7
"SPN",1359,959,1626
"QPRT",22,36,76
"RN7SKP127",32,14,29
"C16orf54",1669,876,1868
"AC009133.17",48,9,20
"ZG16",0,1,0
"KIF22",388,276,427
"AC009133.21",7,2,5
"MAZ",674,501,918
"AC009133.15",0,3,4
"AC009133.12",86,73,99
"PRRT2",34,25,32
"MVP",1085,829,1251
"CDIPT",669,463,686
"CTD-2574D22.7",1,1,1
"CDIPT-AS1",1,0,0
"SEZ6L2",0,1,1
"ASPHD1",1,2,3
"KCTD13",132,76,125
"CTD-2574D22.3",119,43,75
"CTD-2574D22.4",19,13,20
"CTD-2574D22.2",6,1,2
"TMEM219",1927,945,1583
"TAOK2",100,88,160
"HIRIP3",364,171,288
"INO80E",548,324,521
"DOC2A",1,3,2
"FAM57B",0,1,0
"ALDOA",6672,4349,7008
"CTD-2515O10.5",5,4,11
"PPP4C",1420,1131,2031
"TBX6",9,7,6
"YPEL3",968,704,900
"RP11-455F5.3",4,2,3
"GDPD3",22,6,18
"RP11-455F5.4",1,1,0
"RP11-455F5.6",3,1,1
"MAPK3",266,143,197
"CORO1A",14315,9212,16677
"RP11-455F5.5",80,54,88
"BOLA2B",185,156,250
"SLX1A",47,39,89
"SLX1A-SULT1A3",4,2,3
"SULT1A3",107,54,118
"RP11-347C12.3",4,0,2
"SMG1P5",5,5,8
"RP11-347C12.12",0,0,5
"CD2BP2",551,668,1036
"RP11-347C12.10",5,5,8
"TBC1D10B",95,91,151
"RP11-347C12.11",0,1,0
"MYLPF",26,43,46
"ZNF48",131,52,84
"SEPT1",2528,1756,3202
"RP11-297C4.6",11,4,9
"ZNF771",58,29,82
"DCTPP1",390,233,416
"SEPHS2",728,510,890
"ITGAL",794,871,1222
"RP11-297C4.2",0,0,0
"RP11-297C4.3",0,0,0
"RP11-297C4.1",1,0,0
"ZNF768",26,8,13
"AC002310.14",0,1,0
"AC002310.13",0,0,2
"AC002310.12",76,31,85
"ZNF764",80,99,140
"ZNF688",479,360,535
"AC002310.7",4,4,5
"ZNF785",115,43,105
"RP11-146F11.5",0,1,0
"ZNF689",119,122,157
"PRR14",429,231,388
"FBRS",253,205,319
"RP11-146F11.1",65,18,29
"SRCAP",35,25,31
"PHKG2",294,231,353
"RNF40",146,112,219
"RP11-2C24.3",1,0,0
"ZNF629",21,2,0
"Metazoa-SRP.124",0,0,0
"RP11-2C24.7",5,1,7
"BCL7C",627,410,598
"MIR762HG",177,54,106
"AC106782.20",1,0,1
"CTF1",2,1,1
"FBXL19-AS1",5,6,13
"FBXL19",19,16,19
"AC135048.13",34,24,34
"ORAI3",118,127,180
"RP11-1072A3.4",1,0,1
"SETD1A",68,50,71
"RP11-1072A3.3",0,0,0
"HSD3B7",2,9,5
"STX1B",4,0,4
"STX4",576,400,676
"RP11-196G11.2",10,5,8
"RP11-196G11.6",10,14,23
"ZNF668",82,54,108
"AC135050.5",0,2,0
"ZNF646",36,29,61
"PRSS53",4,4,8
"VKORC1",644,528,814
"RP11-196G11.3",4,5,10
"BCKDK",203,194,290
"KAT8",445,172,297
"RP11-196G11.4",0,1,0
"RP11-196G11.5",77,30,53
"PRSS8",0,1,1
"PRSS36",10,5,6
"FUS",5046,3245,6203
"RP11-388M20.6",1,1,2
"RP11-388M20.1",27,13,34
"PYCARD",951,821,1394
"PYCARD-AS1",49,23,48
"TRIM72",2,3,6
"PYDC1",0,0,0
"ITGAM",24,18,33
"ITGAX",9,16,45
"ITGAD",0,7,12
"RP11-120K18.2",0,0,0
"COX6A2",0,3,2
"RP11-452L6.8",2,0,0
"ZNF843",2,1,3
"RP11-452L6.1",63,10,41
"RP11-452L6.5",57,20,37
"ARMC5",58,28,62
"RP11-452L6.6",1,0,0
"TGFB1I1",18,8,15
"SLC5A2",20,5,7
"AC026471.6",0,0,3
"C16orf58",138,89,152
"RP11-452L6.7",16,4,9
"AHSP",0,57,49
"CSDAP1",1,0,0
"CTD-2358C21.3",0,0,1
"CLUHP3",733,360,543
"CTD-2358C21.5",3,10,7
"ZNF720",407,300,479
"AC002519.8",0,1,1
"ZNF267",274,490,653
"HERC2P4",0,0,1
"RP11-56L13.3",0,1,0
"TP53TG3D",4,0,3
"RP11-23E10.3",0,1,0
"RP11-989E6.10",0,0,2
"RP11-23E10.4",0,0,0
"BMS1P8",0,0,1
"UBE2MP1",0,0,1
"ANKRD26P1",0,0,0
"SHCBP1",9,7,13
"RP11-46D6.1",5,3,3
"VPS35",975,550,923
"RP11-93O14.2",0,0,1
"RP11-93O14.3",1,0,1
"ORC6",48,32,58
"MYLK3",1,0,1
"RP11-480G7.2",1,0,1
"C16orf87",322,456,595
"GPT2",2,11,9
"DNAJA2",1082,839,1261
"RP11-169E6.1",9,3,6
"NETO2",10,58,37
"RPL23AP72",2,0,1
"ITFG1",430,382,607
"RP11-329J18.3",1,2,3
"RP11-329J18.5",0,2,0
"RP11-474B12.1",0,3,2
"PHKB",432,372,516
"RP11-177N22.3",10,2,12
"EIF4BP5",0,0,0
"NDUFA5P11",6,5,4
"ABCC11",2,1,1
"LONP2",1073,482,823
"UBA52P8",0,0,2
"CTD-2600H12.2",12,9,18
"SIAH1",73,91,112
"N4BP1",349,474,731
"RPS2P44",5,8,17
"RP11-42I10.1",1,2,1
"CTC-527H23.3",0,2,2
"CBLN1",0,1,0
"ZNF423",0,5,3
"CNEP1R1",148,144,264
"HEATR3",96,41,66
"RP11-429P3.8",9,5,14
"RPL10P14",1,0,2
"PAPD5",193,209,309
"ADCY7",289,266,463
"BRD7",916,558,748
"NKD1",16,28,28
"RP11-401P9.1",0,0,0
"RP11-401P9.7",17,53,132
"RP11-401P9.6",0,0,0
"RP11-401P9.5",1,3,0
"SNX20",559,447,733
"NOD2",10,39,45
"RP11-327F22.6",0,3,0
"RP11-327F22.1",36,17,37
"CYLD",2610,1442,2258
"RP11-327F22.4",1,1,2
"HNRNPA1P48",5327,3580,5558
"TOX3",0,0,0
"RP11-297L17.2",0,0,0
"RP11-297L17.6",72,77,106
"RP11-467J12.4",0,1,0
"CHD9",855,578,1012
"RP11-454F8.3",3,4,0
"RP11-454F8.2",7,11,11
"RP11-454F8.4",11,11,12
"RP11-44F14.1",2,0,0
"RP11-44F14.2",6,1,1
"RP11-44F14.8",22,0,1
"RP11-44F14.10",8,1,2
"RBL2",2495,1216,2148
"RP11-44F14.5",4,0,3
"RP11-44F14.7",5,1,2
"RP11-44F14.6",10,1,4
"AKTIP",485,397,567
"RPGRIP1L",36,19,35
"RP11-36I17.2",2,0,0
"FTO",145,107,151
"RP11-357N13.3",0,4,1
"RP11-357N13.6",0,2,2
"IRX3",0,0,1
"RP11-434E6.4",0,0,0
"CRNDE",0,6,6
"IRX5",0,0,0
"MMP2",0,0,0
"RP11-212I21.5",0,0,0
"RP11-212I21.2",0,1,0
"LPCAT2",0,3,10
"RP11-212I21.4",1,1,0
"CAPNS2",0,0,0
"CES1",8,9,7
"RP11-461O7.1",1,2,2
"GNAO1",85,66,116
"DKFZP434H168",1,0,0
"RP11-441F2.2",0,0,2
"RP11-441F2.4",1,0,1
"AMFR",253,185,308
"RP11-413H22.2",71,28,57
"NUDT21",708,647,1017
"OGFOD1",255,205,288
"RP11-413H22.3",1,0,2
"BBS2",181,73,143
"MT3",3,5,5
"MT2A",2202,4315,5770
"RP11-249C24.10",2,1,3
"MT1L",31,80,109
"MT1E",157,327,520
"MT1M",0,1,2
"MT1JP",0,0,0
"MT1A",0,0,2
"MT1DP",1,0,2
"MT1F",445,332,709
"MT1G",0,15,13
"MT1H",0,2,1
"MT1X",997,857,1386
"DPPA2P4",0,0,1
"RP11-343H19.1",1,2,2
"NUP93",212,205,328
"SLC12A3",0,0,0
"RPS24P17",5,1,2
"HERPUD1",1643,2539,5689
"RP11-325K4.3",0,1,0
"RP11-325K4.2",5,10,23
"CETP",0,3,1
"NLRC5",735,436,813
"RP11-322D14.1",1,0,0
"RP11-322D14.2",1,0,0
"CPNE2",144,92,236
"RP11-407G23.2",21,5,24
"RP11-407G23.5",8,1,7
"FAM192A",627,367,779
"RSPRY1",262,245,427
"ARL2BP",1188,535,957
"RP11-407G23.7",0,0,1
"RP11-407G23.4",1,0,0
"PLLP",34,7,12
"CCL22",0,31,33
"CX3CL1",1,2,0
"CCL17",0,1,1
"CIAPIN1",327,192,372
"COQ9",198,128,236
"POLR2C",1200,707,1130
"DOK4",24,8,23
"CCDC102A",78,56,113
"HMGB3P32",0,0,0
"DRC7",0,0,0
"KATNB1",179,128,191
"KIFC3",10,17,17
"CTD-2600O9.2",0,0,2
"CTD-2600O9.1",0,0,0
"TEPP",65,16,28
"ZNF319",56,28,38
"USB1",440,269,561
"MMP15",6,0,3
"CFAP20",391,499,893
"RP11-459F6.3",0,0,4
"CSNK2A2",273,159,287
"CCDC113",0,0,2
"GINS3",8,8,19
"RP11-481J2.3",10,3,4
"NDRG4",0,1,2
"SETD6",122,44,91
"CNOT1",585,472,771
"RP11-481J2.4",26,14,22
"CTA-331F8.1",0,1,0
"SLC38A7",113,80,111
"GOT2",270,211,325
"RPS27P27",1,3,2
"CDH8",0,0,0
"RP11-21L1.1",2,5,2
"RP11-744D14.1",0,0,0
"CDH11",0,0,0
"RP11-229O3.1",0,0,0
"CDH5",0,1,0
"LINC00920",190,42,94
"BEAN1",0,0,0
"BEAN1-AS1",0,0,0
"TK2",103,107,169
"RP11-403P17.3",3,2,4
"RP11-403P17.4",5,2,9
"CKLF",2045,2816,4766
"CKLF-CMTM1",0,6,7
"RP11-403P17.6",1,0,0
"CMTM1",3,3,5
"CMTM2",0,1,10
"CMTM3",1212,1055,1694
"CMTM4",1,1,5
"DYNC1LI2",424,344,578
"RP11-63M22.2",0,0,5
"RP11-61A14.4",1,0,0
"NAE1",1071,405,833
"RP11-61A14.1",10,4,14
"PDP2",44,45,81
"RRAD",0,2,10
"FAM96B",1419,1428,2161
"CES2",290,135,189
"RP11-361L15.3",0,0,0
"CES3",0,1,0
"CES4A",130,88,138
"RP11-361L15.5",16,3,8
"RN7SL543P",0,0,2
"CBFB",433,436,838
"C16orf70",64,41,66
"B3GNT9",33,16,18
"TRADD",2267,961,1324
"FBXL8",164,59,72
"RP11-5A19.5",4,2,1
"HSF4",27,38,24
"NOL3",22,39,20
"KIAA0895L",13,20,29
"EXOC3L1",0,2,1
"E2F4",459,344,643
"ELMO3",12,10,13
"CTC-277H1.6",31,5,14
"LRRC29",25,13,15
"TMEM208",621,536,779
"FHOD1",94,111,187
"SLC9A5",0,1,2
"CTC-277H1.7",14,3,5
"PLEKHG4",46,15,35
"KCTD19",1,0,1
"LRRC36",0,0,1
"TPPP3",1,0,0
"ZDHHC1",4,0,3
"HSD11B2",0,0,0
"ATP6V0D1",508,546,928
"RP11-297D21.4",106,48,84
"AGRP",1,1,0
"CTD-2012K14.8",3,2,8
"FAM65A",38,31,38
"CTD-2012K14.6",33,19,25
"CTD-2012K14.5",15,1,9
"CTD-2012K14.7",8,7,8
"CTCF",527,573,804
"AC009095.4",0,1,3
"ACD",351,181,331
"PARD6A",121,134,199
"ENKD1",12,13,14
"C16orf86",46,19,25
"GFOD2",153,106,193
"RANBP10",90,66,72
"RP11-167P11.2",7,3,6
"TSNAXIP1",1,0,2
"CENPT",400,213,372
"THAP11",618,268,429
"NUTF2",818,643,979
"EDC4",17,10,12
"CTC-479C5.10",7,3,5
"NRN1L",6,2,3
"PSKH1",85,46,63
"CTRL",29,7,23
"CTC-479C5.12",56,62,94
"PSMB10",753,702,1137
"LCAT",18,8,15
"SLC12A4",20,28,43
"DPEP3",1,1,2
"DPEP2",319,69,99
"DUS2",58,58,102
"DDX28",165,82,123
"NFATC3",465,284,450
"RP11-96D1.9",8,4,6
"RP11-67A1.4",6,2,1
"RPS12P27",0,0,2
"RP11-96D1.10",30,11,17
"RP11-96D1.11",3,3,7
"ESRP2",0,3,2
"PLA2G15",38,31,57
"SLC7A6",257,197,264
"SLC7A6OS",376,265,409
"RP11-96D1.8",36,16,31
"PRMT7",274,154,246
"RP11-96D1.3",0,0,1
"SMPD3",14,53,101
"RP11-71L14.3",0,0,1
"RP11-71L14.4",1,0,0
"RPL35AP33",1,0,0
"ZFP90",280,172,287
"RP11-615I2.6",4,0,1
"CDH3",1,0,1
"HSPE1P5",1,0,1
"CDH1",1,4,7
"TANGO6",133,68,128
"RP11-521L9.1",0,1,0
"RP11-521L9.2",6,1,5
"RPS2P45",31,9,20
"HAS3",0,3,1
"CHTF8",501,233,413
"SNTB2",283,297,635
"RP11-70O5.2",0,3,0
"VPS4A",728,471,714
"PDF",0,0,1
"NIP7",382,274,594
"TMED6",5,4,2
"TERF2",157,89,158
"CYB5B",827,620,1023
"RP11-343C2.10",0,0,0
"NFAT5",311,612,729
"RP11-140H17.2",1,4,2
"NQO1",34,42,54
"CTD-2033A16.1",2,2,2
"CTD-2033A16.3",2,0,0
"NOB1",668,381,534
"CTD-2033A16.2",7,2,4
"WWP2",224,172,277
"CLEC18A",19,7,17
"PDXDC2P",72,40,72
"PDXDC2P.1",43,28,53
"PDPR",70,58,97
"CLEC18C",1,0,0
"SMG1P7",10,4,11
"EXOSC6",553,430,638
"AARS",153,141,226
"RN7SL279P",0,0,1
"DDX19B",516,346,533
"RP11-529K1.2",18,5,15
"DDX19A",378,195,309
"ST3GAL2",354,134,199
"RP11-529K1.4",4,2,3
"FUK",47,34,48
"COG4",407,283,451
"SF3B3",395,352,562
"IL34",0,0,0
"MTSS1L",4,0,5
"RP11-394B2.1",1,0,0
"VAC14",130,106,140
"RP11-394B2.5",1,1,0
"VAC14-AS1",0,0,1
"RP11-394B2.3",14,14,14
"RP11-424M24.5",0,0,0
"HYDIN",0,0,0
"CMTR2",227,257,410
"CALB2",0,0,0
"ZNF23",45,18,20
"AC010547.9",9,2,7
"RP11-510M2.2",1,2,0
"ZNF19",33,9,12
"CHST4",0,0,0
"TAT",0,2,5
